client,probability_return,predicted_class,Recency,Frequency,Monetary,total_quantity,unique_items
client11786,0.061507527,0,144,3,16760,18,18
client28041,0.061507527,0,174,2,12425,12,9
client5795,0.061507527,0,160,4,25358,18,7
client3299,0.061507527,0,146,3,20393,22,6
client12187,0.061507527,0,144,3,18031,14,8
client15526,0.061507527,0,147,3,16854,15,13
client27611,0.061507527,0,163,1,30402,19,6
client10976,0.061507527,0,158,3,18480,13,13
client9815,0.061507527,0,147,3,14886,21,11
client42344,0.061507527,0,162,5,17909,17,17
client1313,0.061507527,0,167,3,18859,18,16
client23357,0.061507527,0,151,3,16931,12,10
client36809,0.061507527,0,168,3,16931,16,15
client14964,0.061507527,0,152,3,18704,21,6
client37195,0.061507527,0,169,5,14827,22,13
client18177,0.061507527,0,151,2,13292,19,13
client23019,0.061507527,0,148,2,20501,20,9
client14081,0.061507527,0,162,4,12527,13,11
client40122,0.061507527,0,157,7,27732,15,13
client38301,0.061507527,0,160,2,21661,19,11
client13648,0.061507527,0,170,4,27431,20,15
client20946,0.061507527,0,164,1,24785,15,7
client30276,0.061507527,0,149,3,19199,21,10
client23128,0.061507527,0,148,3,20688,22,16
client14274,0.061507527,0,171,3,18370,20,14
client16362,0.061507527,0,155,1,19874,20,18
client5425,0.061507527,0,149,4,13278,15,6
client353,0.061507527,0,164,1,15307,13,8
client406,0.061507527,0,152,5,17429,21,9
client32394,0.061507527,0,152,9,13460,21,17
client36575,0.061507527,0,155,3,19960,11,9
client24023,0.061507527,0,169,3,16985,18,12
client16676,0.061507527,0,165,2,25089,22,16
client6224,0.061507527,0,158,1,14138,22,11
client16315,0.061507527,0,161,2,21624,22,8
client7551,0.061507527,0,161,2,12481,14,10
client23243,0.061507527,0,168,7,17977,20,14
client11284,0.061507527,0,152,3,17959,20,10
client13708,0.0614932,0,160,3,1054,30,17
client27548,0.0614932,0,157,2,901,24,22
client14417,0.0614932,0,154,2,1139,27,26
client11443,0.0614932,0,150,3,906,23,19
client1521,0.0614932,0,166,1,1157,27,18
client38323,0.0614932,0,157,2,1281,26,22
client1483,0.0614932,0,158,2,1415,32,21
client41306,0.0614932,0,164,2,1520,30,11
client15267,0.0614932,0,171,1,1330,25,17
client7302,0.0614932,0,173,1,1214,28,24
client27900,0.0614932,0,154,1,1189,24,23
client13396,0.0614932,0,174,2,511,27,23
client2456,0.0614932,0,148,3,1405,24,19
client41948,0.0614932,0,170,3,583,28,13
client33991,0.0614932,0,162,6,1431,31,28
client37054,0.0614932,0,144,1,1265,27,10
client42,0.061408453,0,606,5,63155,228,32
client38767,0.061401915,0,176,1,59,1,1
client13547,0.061401915,0,175,1,65,1,1
client22115,0.061401915,0,175,2,227,3,3
client12720,0.061401915,0,175,1,232,8,1
client8195,0.061401915,0,175,1,42,1,1
client22701,0.061401915,0,176,1,221,7,6
client40104,0.061401915,0,176,1,139,1,1
client22630,0.061401915,0,176,3,180,3,3
client27477,0.061270345,0,155,7,11769,34,20
client20805,0.061270345,0,157,3,11654,26,14
client7712,0.061270345,0,165,3,11551,27,13
client33432,0.061270345,0,152,5,11686,33,14
client9052,0.061270345,0,157,4,11707,33,26
client13188,0.061207812,0,419,29,58061,529,122
client38375,0.06120764,0,172,1,899,12,9
client15172,0.06120764,0,151,1,1306,17,12
client9852,0.06120764,0,158,1,1011,20,13
client9871,0.06120764,0,145,2,1359,14,12
client29359,0.06120764,0,153,3,1084,17,11
client40405,0.06120764,0,152,1,1485,12,10
client19655,0.06120764,0,161,2,1212,14,10
client12213,0.06120764,0,162,1,945,17,17
client28617,0.06120764,0,150,5,1179,19,15
client30339,0.06120764,0,150,6,1115,15,10
client30433,0.06120764,0,173,1,981,17,12
client12077,0.06120764,0,158,6,1240,14,10
client20072,0.06120764,0,148,1,1311,11,8
client11966,0.06120764,0,159,4,1184,22,19
client21412,0.06120764,0,169,2,1525,17,16
client11961,0.06120764,0,164,2,1459,12,7
client38613,0.06120764,0,168,1,1453,16,8
client30364,0.06120764,0,147,1,1499,13,7
client20634,0.06120764,0,164,3,561,12,9
client39962,0.06120764,0,173,1,1148,14,7
client33914,0.06120764,0,168,2,1216,13,9
client16077,0.06120764,0,152,1,1398,16,7
client7626,0.06120764,0,157,1,1199,11,8
client16248,0.06120764,0,144,2,1221,11,10
client11555,0.06120764,0,158,2,705,14,14
client7923,0.06120764,0,174,1,1317,20,11
client2379,0.06120764,0,154,1,689,19,8
client17475,0.06120764,0,166,3,1373,12,8
client21981,0.06120764,0,168,1,1010,18,11
client26113,0.06120764,0,168,1,1334,16,15
client36034,0.06120764,0,172,2,983,18,17
client8111,0.06120764,0,152,2,1483,19,12
client35577,0.06120764,0,156,3,1051,19,14
client35221,0.06120764,0,146,2,1496,18,13
client23572,0.06120764,0,153,2,873,17,7
client33210,0.06120764,0,168,1,1029,21,10
client36945,0.06120764,0,171,4,1481,15,13
client31258,0.06120764,0,145,2,657,11,8
client23290,0.06120764,0,152,1,1132,15,9
client23172,0.06120764,0,159,1,1511,22,19
client15874,0.06120764,0,172,1,1167,15,11
client40201,0.06120764,0,157,2,1180,20,9
client40158,0.06120764,0,160,1,1412,14,12
client35014,0.06120764,0,162,2,685,11,7
client30183,0.06120764,0,172,1,1530,19,18
client15471,0.06120764,0,162,4,1078,13,12
client17233,0.06120764,0,162,1,1120,14,11
client35482,0.06120764,0,167,3,1527,13,7
client4212,0.06120764,0,152,4,959,11,7
client31549,0.06120764,0,146,2,1497,15,9
client9615,0.06120764,0,170,4,1134,21,18
client17109,0.06120764,0,163,1,1438,21,20
client35401,0.06120764,0,169,3,1207,12,9
client26730,0.06120764,0,162,4,1479,20,18
client24788,0.06120764,0,154,5,513,13,12
client24035,0.06120764,0,146,1,1073,16,11
client10896,0.06120764,0,144,7,1533,17,10
client16208,0.06120764,0,160,2,1383,13,9
client7855,0.06120764,0,152,1,605,12,11
client9035,0.06115435,0,225,3,2191,73,62
client15140,0.06115435,0,267,1,2316,97,77
client10690,0.06114103,0,148,10,25441,77,35
client16360,0.06114103,0,150,12,16237,57,36
client6230,0.06114103,0,174,12,15149,50,37
client22636,0.06114103,0,153,12,23064,58,36
client25887,0.06114103,0,156,9,20735,44,35
client9748,0.06114103,0,148,9,15051,68,44
client18085,0.06114103,0,156,11,22049,78,42
client31954,0.06114103,0,160,8,15387,54,36
client1279,0.06114103,0,149,7,12283,76,37
client20534,0.06114103,0,156,17,15822,92,51
client2247,0.06114103,0,150,6,27549,90,45
client28880,0.06114103,0,155,10,25684,72,41
client11361,0.06114103,0,162,4,12228,66,39
client30721,0.06114103,0,144,15,16219,70,41
client12633,0.06114103,0,152,8,17657,55,33
client39374,0.06114103,0,151,18,25270,55,35
client24398,0.06114103,0,149,12,26828,76,38
client38476,0.06114103,0,162,10,11859,53,47
client41308,0.06114103,0,152,5,12187,62,53
client4927,0.06114103,0,169,11,21155,95,34
client19552,0.06114103,0,153,8,17631,97,33
client6535,0.06114103,0,149,6,17981,53,47
client5036,0.06114103,0,144,10,14629,82,38
client34005,0.06114103,0,152,4,21468,88,41
client1741,0.06114103,0,167,7,18384,93,47
client19954,0.06114103,0,156,13,25918,92,36
client34021,0.06114103,0,151,15,21514,85,41
client6686,0.06114103,0,172,6,18332,58,39
client36081,0.06114103,0,158,15,17528,93,41
client8445,0.06114103,0,148,10,12647,96,45
client17477,0.06114103,0,165,2,16615,52,35
client16802,0.06114103,0,173,19,20363,94,46
client40875,0.06114103,0,162,11,15348,76,41
client29693,0.06114103,0,144,8,13007,64,45
client41468,0.06114103,0,157,6,13590,43,34
client30541,0.06114103,0,157,13,21206,56,39
client9566,0.06114103,0,165,2,21967,66,35
client36784,0.06114103,0,168,14,29281,62,47
client6401,0.06114103,0,159,19,23238,96,36
client12279,0.06114103,0,149,6,15219,96,37
client30907,0.06114103,0,170,8,26916,69,39
client18307,0.06114103,0,160,15,19700,47,37
client32436,0.06114103,0,173,8,11842,67,40
client22287,0.06114103,0,151,3,14170,66,52
client8143,0.06114103,0,144,10,30369,63,40
client22276,0.06114103,0,174,23,22242,55,47
client11651,0.06114103,0,169,20,22194,77,37
client42498,0.06114103,0,160,8,16001,54,38
client10539,0.06114103,0,156,10,16872,71,41
client6015,0.06114103,0,158,3,20601,61,50
client2688,0.06114103,0,146,4,16170,59,33
client34966,0.06114103,0,149,11,12776,85,36
client3756,0.06114103,0,150,10,14351,78,45
client32117,0.06114103,0,149,4,19171,85,36
client18373,0.06114103,0,148,11,12221,65,54
client8573,0.06114103,0,148,4,14301,90,36
client41095,0.06114103,0,164,11,18791,87,34
client27959,0.06114103,0,157,8,18002,63,34
client8117,0.06114103,0,171,16,29661,85,39
client3056,0.06114103,0,146,3,13759,77,51
client223,0.061123554,0,363,8,20763,142,62
client30132,0.061123554,0,346,6,22146,154,78
client32381,0.061044987,0,279,17,359230,767,31
client4737,0.060985748,0,150,3,11916,12,8
client26238,0.060985748,0,161,4,12096,15,15
client41590,0.060985748,0,161,7,11665,20,10
client8233,0.06084105,0,138,3,31411,38,14
client15170,0.060800336,0,318,8,56729,138,36
client8360,0.060800336,0,314,14,55407,135,50
client4601,0.060800336,0,323,5,54843,138,33
client21832,0.060763963,0,141,4,29763,7,5
client12463,0.060763963,0,141,2,13599,8,6
client20661,0.060758583,0,185,1,1792,52,8
client41778,0.060758583,0,191,4,1862,59,27
client6010,0.06071683,0,524,28,42104,247,113
client22144,0.060467467,0,143,3,1198,7,7
client41455,0.060467467,0,140,4,1401,9,8
client39070,0.06043682,0,179,1,1311,69,2
client37150,0.06036999,0,183,7,44728,45,18
client18998,0.06036999,0,184,7,45056,88,22
client5292,0.060258333,0,190,5,1722,31,16
client25076,0.060258333,0,191,1,1785,23,7
client12080,0.060258333,0,179,3,1824,35,29
client9324,0.060258333,0,191,4,2228,28,19
client1443,0.060258333,0,189,4,2266,24,18
client18142,0.060258333,0,180,2,2338,24,22
client30809,0.060258333,0,184,1,2274,24,5
client24328,0.060258333,0,182,4,1901,28,27
client32255,0.060258333,0,186,2,2235,26,19
client16159,0.060258333,0,191,4,2058,25,24
client34848,0.060258333,0,181,1,1784,23,20
client4822,0.060258333,0,177,5,2236,30,25
client14382,0.0601406,0,176,3,11300,39,27
client4729,0.060131017,0,183,4,2198,54,37
client2232,0.06007079,0,217,15,32071,130,65
client37363,0.06002243,0,309,17,58605,111,28
client32146,0.060019806,0,185,17,31967,111,55
client26900,0.060019806,0,187,11,31692,112,37
client35205,0.060016453,0,173,3,15844,10,9
client33768,0.060016453,0,169,3,20796,9,7
client20115,0.060016453,0,158,3,14813,10,9
client20212,0.060016453,0,151,4,12681,9,8
client22311,0.060016453,0,156,2,18578,7,7
client29059,0.060016453,0,149,2,21574,7,4
client23709,0.060016453,0,153,3,13659,10,6
client9535,0.060016453,0,146,2,23101,10,10
client29164,0.060016453,0,152,6,14692,7,7
client34386,0.060016453,0,156,3,17188,8,7
client896,0.060016453,0,168,5,12970,10,9
client16896,0.060016453,0,172,4,18133,8,7
client1957,0.059978135,0,184,1,2512,18,10
client11801,0.059978135,0,179,1,1883,7,1
client23713,0.059978135,0,180,1,2488,12,8
client18471,0.059978135,0,183,1,1739,9,4
client22076,0.059978135,0,187,3,2129,21,11
client38729,0.059978135,0,184,2,2230,12,10
client13819,0.059978135,0,181,1,2416,13,3
client29738,0.059978135,0,191,6,1800,14,13
client10090,0.059978135,0,184,3,1672,14,6
client38390,0.059978135,0,179,2,2005,15,7
client29905,0.059978135,0,179,1,1926,17,12
client41410,0.059978135,0,182,2,1630,14,5
client37743,0.059978135,0,187,1,1673,13,8
client8591,0.059978135,0,178,3,1800,15,11
client24868,0.059978135,0,191,4,2113,8,7
client8055,0.059978135,0,177,2,2488,19,10
client21386,0.059978135,0,180,3,2267,7,6
client27650,0.059978135,0,191,1,2224,13,13
client10455,0.059978135,0,183,2,1705,12,10
client513,0.059978135,0,181,5,2317,11,9
client498,0.059978135,0,178,1,1854,12,7
client6351,0.059978135,0,191,4,2104,11,7
client6423,0.059978135,0,182,2,1984,8,5
client41882,0.059978135,0,190,2,2450,16,9
client4444,0.059978135,0,190,2,2022,15,9
client12639,0.059978135,0,190,1,1917,13,9
client9926,0.059978135,0,177,3,1962,21,12
client29042,0.059978135,0,180,2,2039,7,3
client13287,0.059978135,0,182,1,1831,9,4
client25922,0.059978135,0,191,6,1980,9,7
client11863,0.059978135,0,186,4,2273,17,14
client35681,0.059978135,0,186,1,1601,9,4
client37004,0.059978135,0,178,1,2449,11,2
client29246,0.059978135,0,178,1,2185,8,7
client16326,0.059978135,0,187,2,1907,6,5
client12685,0.059978135,0,185,2,2205,10,7
client33787,0.059978135,0,180,2,1926,6,5
client26776,0.059978135,0,190,1,2400,11,7
client39528,0.059978135,0,184,1,2312,14,11
client32459,0.059978135,0,183,3,2319,15,5
client3205,0.059978135,0,191,1,2464,21,18
client18148,0.059978135,0,185,3,2420,11,11
client20326,0.059978135,0,190,2,2542,18,11
client39832,0.059978135,0,178,4,1880,18,15
client23637,0.059978135,0,181,1,2022,10,9
client42475,0.059978135,0,181,2,2054,20,11
client8183,0.059978135,0,178,2,2035,11,8
client29280,0.059978135,0,188,2,2413,9,6
client34264,0.059978135,0,191,3,2268,13,12
client3185,0.059978135,0,178,2,1950,10,4
client23386,0.059978135,0,177,2,2024,16,3
client40309,0.059978135,0,186,2,1669,11,2
client21249,0.059978135,0,191,5,1765,18,10
client459,0.059978135,0,187,4,1905,6,5
client5125,0.05995208,0,321,12,22379,114,60
client3931,0.05995208,0,325,19,26320,109,65
client20029,0.05981586,0,192,1,4798,2,1
client11714,0.05981586,0,197,1,4299,1,1
client37578,0.05981586,0,194,2,3495,5,2
client1805,0.05981586,0,200,2,4985,5,5
client37643,0.05981586,0,194,4,4283,5,3
client2233,0.05981586,0,197,2,5395,5,2
client39780,0.05981586,0,196,1,2699,1,1
client20158,0.05981586,0,193,2,6847,3,3
client36697,0.05981586,0,193,1,4049,1,1
client28321,0.05981586,0,198,1,7024,2,2
client3412,0.05981586,0,201,2,2820,3,3
client24595,0.05981586,0,193,1,3490,1,1
client37297,0.05981586,0,201,3,10697,3,3
client29724,0.05981586,0,196,1,6999,1,1
client37878,0.05981586,0,198,1,4127,3,2
client38401,0.05981586,0,192,1,4999,1,1
client11381,0.05981586,0,198,1,5499,1,1
client22753,0.05981586,0,197,1,7375,5,5
client19289,0.05981586,0,193,1,4999,1,1
client17354,0.05981586,0,201,2,4197,3,1
client22104,0.05981586,0,201,1,10490,1,1
client21953,0.05981586,0,198,1,4225,5,4
client42387,0.05981586,0,197,1,8847,3,3
client20348,0.05981586,0,196,1,5998,2,2
client17570,0.05981586,0,197,3,4272,4,4
client4981,0.05981586,0,198,1,6156,4,4
client30218,0.05981586,0,196,1,3377,3,3
client32068,0.05981586,0,197,1,3138,2,2
client33828,0.05981586,0,193,1,5999,1,1
client3199,0.05981586,0,198,1,4120,2,2
client4646,0.05972399,0,197,9,15460,105,27
client29592,0.05972399,0,197,2,26448,134,8
client26317,0.05972399,0,196,3,30023,115,11
client15540,0.05972399,0,201,6,24454,118,29
client25723,0.05972399,0,192,4,20983,132,15
client2807,0.059723377,0,169,1,1008,8,7
client40066,0.059723377,0,167,2,1345,8,7
client6253,0.059723377,0,160,1,1520,10,7
client16430,0.059723377,0,166,4,1047,7,7
client24074,0.059723377,0,154,1,900,10,10
client11709,0.059723377,0,159,2,621,8,8
client40523,0.059723377,0,155,2,1203,8,7
client1499,0.059723377,0,166,1,1360,10,9
client19319,0.059723377,0,170,2,1363,7,7
client1027,0.059723377,0,164,1,518,7,7
client6850,0.059723377,0,156,3,994,8,7
client13063,0.059723377,0,170,2,1209,7,7
client20806,0.059723377,0,158,2,1327,9,8
client12510,0.059723377,0,149,2,1098,10,8
client39200,0.059723377,0,160,1,1491,9,8
client5308,0.059723377,0,156,1,1022,8,7
client26251,0.059723377,0,173,1,569,9,7
client26390,0.059723377,0,158,1,1026,10,8
client6594,0.059723377,0,150,4,969,10,8
client5659,0.059723377,0,167,4,1459,10,8
client2676,0.059723377,0,165,2,886,10,8
client38174,0.059723377,0,150,2,952,10,7
client14646,0.059723377,0,147,3,1089,9,8
client7496,0.059723377,0,158,1,1105,9,8
client30456,0.059723377,0,145,1,1010,10,8
client20872,0.059723377,0,155,1,809,10,10
client32185,0.059723377,0,150,3,1239,9,7
client24491,0.059714492,0,162,4,36810,16,10
client33397,0.059701193,0,137,16,31241,64,36
client16573,0.059614114,0,214,8,11486,107,32
client27328,0.059594203,0,177,6,46211,18,12
client38305,0.059516743,0,175,1,1286,10,5
client16355,0.059516743,0,176,1,1268,2,2
client26349,0.059516743,0,176,2,1471,13,4
client29376,0.059516743,0,175,1,741,3,3
client33667,0.059516743,0,176,1,1142,8,3
client20662,0.059516743,0,176,1,1398,2,1
client8636,0.059516743,0,175,3,1182,6,5
client19453,0.059506524,0,163,5,12232,9,7
client7767,0.059506524,0,167,3,12238,8,5
client31306,0.059506524,0,149,2,11848,8,3
client28312,0.059505288,0,222,1,3480,40,2
client36146,0.059505288,0,290,1,3380,50,2
client36734,0.059373748,0,322,22,34409,116,51
client8154,0.059373748,0,313,4,38908,126,36
client35176,0.059307516,0,142,2,13485,6,3
client30129,0.059238397,0,185,9,47609,72,42
client22135,0.05921721,0,210,2,11346,125,54
client42064,0.059142757,0,182,10,76513,76,48
client29751,0.059079092,0,355,5,8427,228,22
client2902,0.059068207,0,343,6,26756,219,36
client18135,0.059055608,0,179,1,1566,6,1
client25652,0.059055608,0,189,1,1584,9,7
client20383,0.059055608,0,188,2,1567,6,5
client4203,0.0590147,0,292,2,4344,32,1
client6966,0.0590147,0,248,1,4560,24,1
client15436,0.0590147,0,209,2,6193,23,2
client33290,0.0590147,0,221,1,3125,25,1
client42674,0.0590147,0,261,1,7227,33,2
client36355,0.0590147,0,237,1,4872,28,2
client12408,0.058857642,0,186,8,39977,48,28
client14136,0.058857642,0,186,6,35870,36,27
client6741,0.058857642,0,190,3,35307,71,26
client7364,0.058612954,0,309,6,34620,106,23
client26971,0.058612954,0,310,13,40507,105,29
client19562,0.05857681,0,146,2,21044,6,5
client31967,0.05857681,0,157,4,18814,6,4
client16254,0.05857681,0,171,2,12309,6,6
client13249,0.05857681,0,153,2,12294,6,3
client37231,0.0584043,0,179,19,195639,198,50
client16236,0.05837207,0,181,5,38047,33,22
client28603,0.05831618,0,179,8,16975,86,65
client36604,0.05831618,0,184,7,18496,81,63
client2109,0.058306962,0,362,1,20099,181,5
client12337,0.058306962,0,356,2,20944,323,10
client26787,0.0582642,0,150,1,35517,7,6
client6155,0.058206175,0,256,3,17039,131,98
client25309,0.058206175,0,230,6,13466,130,103
client13173,0.058206175,0,206,4,15737,126,99
client23419,0.058181204,0,159,1,32990,1,1
client4695,0.058181204,0,152,2,30779,3,3
client2841,0.058167487,0,193,1,1999,1,1
client26964,0.058167487,0,197,1,2499,1,1
client28095,0.058167487,0,197,1,1899,1,1
client24890,0.058167487,0,199,2,1897,2,2
client20622,0.058167487,0,193,1,2478,1,1
client17100,0.058167487,0,192,2,2209,2,2
client37867,0.058167487,0,201,1,2499,1,1
client30151,0.058167487,0,194,2,2227,5,5
client10862,0.058167487,0,194,1,1599,1,1
client17242,0.058167487,0,198,1,1999,1,1
client38612,0.058167487,0,193,3,2156,4,4
client11341,0.058167487,0,194,1,1780,2,1
client28114,0.058167487,0,198,1,1798,2,2
client27391,0.058167487,0,195,1,1697,3,2
client29162,0.058167487,0,198,1,1850,4,3
client1005,0.057984106,0,296,5,5276,87,57
client13360,0.05786354,0,211,8,60542,113,24
client42492,0.057801846,0,247,18,35202,93,58
client9624,0.057752665,0,185,10,40407,60,39
client5806,0.057684522,0,332,3,64797,111,6
client40531,0.05765627,0,198,1,11498,2,2
client35084,0.05765056,0,334,5,6782,138,8
client37509,0.05756099,0,149,7,32063,40,18
client38581,0.05756099,0,157,4,32205,94,19
client15707,0.05756099,0,170,3,31261,45,9
client41142,0.05756099,0,167,5,30803,69,20
client2749,0.05756099,0,144,10,31517,82,26
client39175,0.05756099,0,164,4,32995,38,15
client39636,0.05756099,0,156,10,31656,47,18
client19082,0.057499792,0,608,1,2001,108,5
client24789,0.057463884,0,324,1,19020,100,2
client8314,0.05744738,0,207,3,1634,87,52
client3865,0.057387058,0,212,1,1988,28,1
client40424,0.057356216,0,294,1,11400,60,1
client35701,0.057341184,0,258,6,33595,108,24
client21705,0.05732741,0,176,6,27481,74,10
client20660,0.05732741,0,175,7,19195,45,31
client20915,0.05732741,0,176,4,16082,50,10
client36298,0.05732741,0,176,10,15254,48,32
client19328,0.05732741,0,176,7,26297,69,28
client27047,0.05732741,0,175,6,14715,36,13
client34701,0.05726704,0,193,3,6861,71,22
client26269,0.05726704,0,197,9,5890,72,32
client7225,0.057185017,0,143,13,32527,67,47
client41685,0.057124037,0,205,2,7976,5,5
client17978,0.057124037,0,226,2,4607,5,5
client228,0.057124037,0,247,1,6798,2,1
client34218,0.057124037,0,274,1,3618,5,2
client24654,0.057124037,0,240,2,2815,4,4
client20184,0.057124037,0,222,1,6999,1,1
client42367,0.057124037,0,257,1,10587,4,4
client22781,0.057124037,0,262,2,3982,4,4
client17981,0.057124037,0,275,1,2718,3,3
client20208,0.057124037,0,279,1,5999,1,1
client1796,0.057124037,0,276,1,6668,2,2
client17944,0.057124037,0,246,1,2665,5,4
client13273,0.057124037,0,278,1,5999,1,1
client7057,0.057124037,0,246,2,3073,4,4
client31070,0.057124037,0,218,1,2697,3,1
client34634,0.057124037,0,271,2,3302,4,4
client17940,0.057124037,0,225,1,4221,5,5
client35110,0.057124037,0,219,2,3698,2,2
client21092,0.057124037,0,288,3,3747,5,3
client41498,0.057124037,0,272,1,3036,5,4
client11657,0.057124037,0,232,1,5999,1,1
client2185,0.057124037,0,261,2,4343,5,4
client27407,0.057124037,0,253,1,4738,3,3
client16334,0.057124037,0,275,3,8088,4,4
client13294,0.057124037,0,239,2,5098,2,1
client19062,0.057124037,0,274,1,4099,1,1
client18407,0.057124037,0,227,1,8999,1,1
client17840,0.057124037,0,261,1,2835,5,3
client16309,0.057124037,0,222,1,6148,2,2
client20632,0.057124037,0,275,1,3599,1,1
client22962,0.057124037,0,263,1,9697,3,3
client1487,0.057124037,0,250,1,6999,1,1
client35608,0.057124037,0,269,2,5421,5,5
client22924,0.057124037,0,205,3,6122,4,4
client29552,0.057124037,0,275,1,4698,2,2
client35554,0.057124037,0,212,1,8224,2,2
client37029,0.057124037,0,225,2,8157,3,3
client31928,0.057124037,0,265,1,6797,3,3
client35581,0.057124037,0,211,1,3337,3,3
client42659,0.057124037,0,234,3,4147,5,5
client13275,0.057124037,0,248,2,10599,2,2
client12402,0.057124037,0,275,3,8261,5,4
client34693,0.057124037,0,267,1,4032,4,3
client37872,0.057124037,0,211,1,10298,2,2
client27317,0.057124037,0,276,1,2997,3,1
client33511,0.057124037,0,295,1,3055,5,2
client30855,0.057124037,0,229,1,3996,4,1
client10482,0.057124037,0,253,1,3499,1,1
client37455,0.057124037,0,209,1,5686,2,2
client9775,0.057124037,0,237,1,8499,1,1
client38951,0.057124037,0,214,1,7038,5,5
client34150,0.057124037,0,269,1,4703,3,3
client35518,0.057124037,0,294,1,3999,1,1
client8903,0.057124037,0,213,1,5199,1,1
client11503,0.057124037,0,289,1,3599,1,1
client29234,0.057124037,0,260,1,4198,2,2
client8184,0.057124037,0,208,3,3944,4,4
client14090,0.057124037,0,295,1,4596,4,2
client7902,0.057124037,0,267,2,4017,3,3
client3725,0.057124037,0,213,1,6687,2,2
client37390,0.057124037,0,208,1,2597,3,3
client35216,0.057124037,0,289,1,3499,1,1
client37244,0.057124037,0,209,2,10800,3,3
client13732,0.057124037,0,286,1,4967,3,3
client6370,0.057124037,0,270,1,2835,5,2
client22422,0.057124037,0,292,1,5158,2,2
client1202,0.057124037,0,205,1,4995,5,3
client18315,0.057124037,0,223,1,8047,3,3
client13973,0.057124037,0,236,1,6448,2,2
client1159,0.057124037,0,239,2,2578,2,2
client8351,0.057124037,0,220,1,5135,5,5
client40582,0.057124037,0,261,1,7690,1,1
client5624,0.057124037,0,293,1,3315,5,2
client9948,0.057124037,0,223,1,3899,1,1
client12697,0.057124037,0,254,1,6002,1,1
client20363,0.057124037,0,283,3,3566,4,4
client33583,0.057124037,0,244,3,4503,3,3
client10540,0.057124037,0,270,4,8577,5,5
client22307,0.057124037,0,226,1,6799,1,1
client41641,0.057124037,0,223,1,3999,1,1
client41613,0.057124037,0,284,1,2699,1,1
client37353,0.057124037,0,276,2,3788,2,2
client7497,0.057124037,0,229,1,7799,1,1
client11566,0.057124037,0,203,1,3799,1,1
client13193,0.057124037,0,283,2,9333,4,4
client32593,0.057124037,0,281,1,6298,2,2
client331,0.057124037,0,274,1,5999,1,1
client7107,0.057124037,0,280,1,3384,2,2
client10178,0.057124037,0,219,2,3627,3,1
client15957,0.057124037,0,268,1,4398,2,2
client711,0.057124037,0,279,3,4068,4,4
client41012,0.057124037,0,247,1,6405,5,2
client38888,0.057124037,0,215,1,2999,1,1
client3540,0.057124037,0,226,1,4782,5,1
client5592,0.057124037,0,222,2,4618,2,2
client11480,0.057124037,0,274,2,6299,2,2
client24564,0.057124037,0,256,1,3158,2,2
client13233,0.057124037,0,212,1,6848,2,2
client20524,0.057124037,0,211,1,5527,3,3
client5531,0.057124037,0,221,1,3499,1,1
client33132,0.057124037,0,285,3,8318,5,4
client13806,0.057124037,0,266,1,7829,5,5
client9785,0.057124037,0,282,1,2699,1,1
client33533,0.057124037,0,281,1,5999,1,1
client27198,0.057124037,0,246,2,3947,3,3
client32559,0.057124037,0,226,1,5137,3,3
client36296,0.057124037,0,292,3,7095,5,5
client40658,0.057124037,0,254,2,4952,5,4
client41547,0.057124037,0,292,1,3898,2,2
client20547,0.057124037,0,218,2,4998,4,3
client27209,0.057124037,0,295,1,4348,2,2
client31568,0.057124037,0,288,1,4499,1,1
client3517,0.057124037,0,295,2,3246,4,1
client30900,0.057124037,0,286,1,4848,2,2
client2653,0.057124037,0,217,1,4499,1,1
client1407,0.057124037,0,271,1,5695,5,2
client39517,0.057124037,0,204,1,3072,2,2
client7143,0.057124037,0,267,3,11041,4,4
client18329,0.057124037,0,211,3,3221,3,2
client18099,0.057124037,0,269,1,4696,4,3
client1051,0.057124037,0,269,1,5299,1,1
client27180,0.057124037,0,289,1,4999,1,1
client20513,0.057124037,0,211,1,3047,3,3
client16068,0.057124037,0,241,1,3446,4,2
client22573,0.057124037,0,245,1,3798,2,1
client41565,0.057124037,0,241,3,4081,5,5
client16072,0.057124037,0,289,1,4999,1,1
client40995,0.057124037,0,279,1,8499,1,1
client37175,0.057124037,0,263,1,3099,1,1
client26556,0.057124037,0,235,2,2968,4,2
client40991,0.057124037,0,271,1,5650,2,1
client35453,0.057124037,0,230,1,3798,2,1
client42620,0.057124037,0,254,3,3515,5,4
client19103,0.057124037,0,261,1,2950,5,3
client22477,0.057124037,0,272,2,2568,2,2
client36280,0.057124037,0,258,1,4335,5,3
client25238,0.057124037,0,268,1,10490,1,1
client27892,0.057124037,0,276,1,9298,2,2
client20828,0.057124037,0,231,1,9048,3,3
client4617,0.057124037,0,220,1,6498,2,2
client25261,0.057124037,0,282,1,2838,2,2
client23884,0.057124037,0,205,1,10889,2,2
client8989,0.057124037,0,269,1,7375,5,4
client36008,0.057124037,0,215,1,4447,3,3
client38377,0.057124037,0,210,1,3227,3,2
client40527,0.057124037,0,249,1,6649,1,1
client8471,0.057124037,0,285,3,8141,5,5
client25232,0.057124037,0,276,2,5496,4,3
client5989,0.057124037,0,226,1,11124,3,3
client24840,0.057124037,0,295,2,9556,4,4
client28210,0.057124037,0,225,1,3999,1,1
client41254,0.057124037,0,256,2,3705,5,5
client25192,0.057124037,0,272,2,4698,2,2
