client,probability_return,predicted_class,Recency,Frequency,Monetary,total_quantity,unique_items
client17722,0.1907895,0,30,4,10141,28,18
client41340,0.1907895,0,29,10,9159,33,26
client30479,0.1907895,0,31,7,10833,35,25
client40831,0.1907895,0,33,8,9659,29,19
client24773,0.1907895,0,33,5,9929,33,20
client35749,0.1907895,0,31,14,9507,33,25
client11822,0.1907895,0,29,6,8901,28,14
client24833,0.1907895,0,29,6,10541,29,21
client16569,0.1907895,0,33,8,9882,35,12
client4720,0.1907895,0,33,6,9978,34,24
client40788,0.1907895,0,34,5,10483,34,14
client11,0.1907895,0,34,6,10979,29,17
client29363,0.19072734,0,33,9,5976,56,33
client37343,0.19072734,0,33,5,6011,61,47
client36838,0.19072734,0,30,14,7939,62,36
client14172,0.19072734,0,31,6,4248,58,47
client264,0.19072734,0,33,4,8190,61,44
client6251,0.19072734,0,34,12,4803,56,38
client18168,0.19072734,0,29,16,6891,56,33
client22764,0.19072734,0,33,11,6544,64,52
client3388,0.19065894,0,23,5,1393,19,15
client28696,0.19065894,0,26,3,1293,14,11
client26823,0.19065894,0,24,4,663,14,13
client9489,0.19065894,0,24,2,1441,15,11
client22875,0.19065894,0,24,3,965,20,14
client17010,0.19065894,0,24,2,676,15,8
client560,0.19065894,0,27,3,1159,16,11
client14581,0.19065894,0,25,4,1515,13,10
client9831,0.19062808,0,62,27,57834,185,53
client18857,0.19044232,0,28,4,9492,51,35
client28121,0.19043595,0,28,14,46637,131,40
client2926,0.19043595,0,30,13,43523,84,48
client31276,0.19043595,0,31,9,44607,58,33
client12162,0.19017519,0,25,10,14608,89,33
client20462,0.19017519,0,27,23,16824,76,52
client33017,0.19017519,0,25,11,25431,105,51
client30142,0.19017519,0,25,8,18186,86,43
client33994,0.19017519,0,27,7,18179,69,37
client26775,0.19017519,0,26,9,24990,97,49
client42292,0.19017519,0,27,9,22321,75,33
client6365,0.19017519,0,23,8,12732,74,35
client5979,0.19017519,0,24,11,16756,76,38
client24094,0.19017519,0,26,7,28237,78,34
client33339,0.19017519,0,27,10,15540,69,42
client28854,0.19017519,0,23,8,15030,86,33
client2565,0.19017519,0,25,2,13602,102,52
client5067,0.19017519,0,24,11,19275,63,34
client11234,0.19017519,0,26,9,22373,111,53
client23752,0.19017519,0,25,16,29156,95,52
client41375,0.19017519,0,27,5,29003,99,38
client26064,0.19017519,0,24,12,30213,71,35
client23886,0.19017519,0,25,12,12319,64,34
client2967,0.19017519,0,27,11,21559,110,50
client3855,0.19017519,0,23,13,22067,57,39
client41535,0.19017519,0,26,17,17819,93,41
client13834,0.19017519,0,23,7,23098,73,34
client12797,0.19017519,0,25,5,15589,66,37
client20061,0.19017519,0,23,6,20609,86,34
client6913,0.19017519,0,23,17,22824,131,46
client38663,0.19017519,0,26,12,27775,74,41
client23499,0.19017519,0,23,22,19068,68,34
client2442,0.19017519,0,24,11,29599,86,35
client42257,0.19017519,0,25,15,25150,64,51
client28265,0.19017519,0,23,15,13895,73,47
client22646,0.19017519,0,23,46,20104,100,46
client23416,0.19017519,0,23,17,11764,65,48
client16680,0.19017519,0,23,8,28305,98,33
client5191,0.19017519,0,27,32,20325,102,52
client34449,0.19017519,0,23,8,22857,92,48
client23866,0.19017519,0,23,17,19013,69,37
client29690,0.19017519,0,23,18,24617,61,37
client14501,0.19017519,0,23,11,14806,84,41
client16961,0.19017519,0,24,14,17949,80,48
client1998,0.19017519,0,27,22,26423,86,50
client2145,0.19017519,0,26,12,11978,103,47
client36269,0.19017519,0,23,11,12356,69,49
client42645,0.19017519,0,25,11,12865,59,35
client33128,0.19017519,0,27,10,28137,57,37
client5641,0.19017519,0,25,10,23781,84,42
client11414,0.19017519,0,23,16,23214,56,40
client37876,0.19017519,0,23,19,22171,104,42
client41173,0.19017519,0,23,16,20992,110,36
client4246,0.19017519,0,26,11,22818,60,42
client30934,0.19017519,0,23,9,18502,68,34
client23297,0.19017519,0,23,20,17884,70,43
client9490,0.19017519,0,26,21,28626,85,49
client37510,0.19017519,0,23,24,23324,110,45
client2870,0.19017519,0,26,13,23610,90,52
client30894,0.19017519,0,26,11,18590,73,35
client4986,0.19017519,0,27,8,14655,77,34
client9918,0.19017519,0,23,5,24092,65,41
client10097,0.19017519,0,27,18,23375,106,40
client13017,0.19017519,0,25,10,15360,78,38
client41810,0.19017519,0,23,13,15821,90,55
client23672,0.19017519,0,27,19,16050,67,40
client9512,0.19017519,0,24,20,19693,67,39
client33234,0.19017519,0,27,15,25044,63,39
client28664,0.19017519,0,26,5,20680,61,34
client1925,0.19017519,0,23,22,18794,85,35
client934,0.19017519,0,23,12,19882,70,46
client17005,0.19017519,0,25,11,27565,91,38
client26826,0.19017519,0,24,22,15013,59,37
client31783,0.19017519,0,24,12,18855,126,38
client26732,0.19017519,0,26,20,20402,117,52
client9447,0.18999732,0,34,21,29000,149,51
client19477,0.18998033,0,25,1,261,7,5
client6341,0.18982187,0,21,3,22166,32,9
client34227,0.18982187,0,21,2,14215,35,16
client29909,0.18982187,0,22,5,13176,32,29
client42225,0.18982187,0,22,4,12393,35,6
client9210,0.18982187,0,20,3,14835,29,22
client5681,0.18982187,0,21,3,16481,29,14
client3326,0.18982187,0,22,9,13886,35,24
client30377,0.18982187,0,20,1,27996,28,3
client7765,0.18982187,0,22,6,23611,31,12
client7156,0.18982187,0,22,7,27972,28,17
client32443,0.18982187,0,22,7,19801,34,12
client27393,0.18982187,0,22,16,13978,34,18
client35055,0.18982187,0,20,3,13768,31,25
client38020,0.18982187,0,22,7,15192,33,12
client5499,0.18978783,0,21,1,1055,7,6
client37958,0.18978783,0,22,2,583,7,4
client10421,0.18977958,0,20,5,11759,46,11
client22734,0.18977958,0,22,4,11969,49,15
client16009,0.18977958,0,20,6,12006,44,27
client2380,0.18972106,0,69,18,67622,370,36
client28805,0.18967651,0,17,2,12004,6,6
client11593,0.18963936,0,27,5,5970,6,6
client27268,0.18963936,0,23,4,3844,6,5
client17738,0.18963936,0,27,2,2790,6,6
client36072,0.18963936,0,24,2,5950,6,3
client7145,0.18963936,0,26,3,3294,6,4
client36623,0.18963936,0,25,3,3284,6,3
client23031,0.18963936,0,23,1,4364,6,6
client12104,0.18963936,0,23,1,3044,6,3
client37160,0.18963936,0,23,3,2924,6,6
client33414,0.18963936,0,26,2,3696,6,5
client1455,0.18963936,0,27,1,2625,6,6
client5260,0.18956722,0,36,4,9943,24,22
client12021,0.18945982,0,35,4,39067,17,7
client10131,0.1894569,0,44,32,48641,176,47
client25785,0.1893817,0,33,13,42372,128,28
client10695,0.1893817,0,29,6,34293,61,19
client2768,0.1893817,0,29,6,34492,60,25
client2417,0.18924136,0,21,2,470,10,7
client24543,0.18920809,0,69,25,96920,669,57
client4790,0.18919335,0,43,10,113075,155,47
client3842,0.18919335,0,43,19,53322,170,51
client5946,0.18919335,0,53,21,52138,173,54
client22889,0.18919335,0,48,15,104956,167,50
client10619,0.189088,0,28,4,11173,24,17
client25831,0.189088,0,29,2,8818,25,8
client3515,0.189088,0,33,7,9132,23,16
client16862,0.189088,0,28,8,10466,25,14
client414,0.189088,0,33,8,9159,26,17
client6918,0.189088,0,29,5,8935,23,21
client36357,0.189088,0,34,6,10693,24,15
client39830,0.189088,0,32,13,8939,24,20
client3372,0.189088,0,30,7,10154,26,13
client420,0.189088,0,33,12,10479,23,21
client37090,0.189088,0,30,5,10755,24,10
client38228,0.18899289,0,22,6,33617,24,16
client36112,0.1888857,0,27,1,2540,6,5
client4714,0.1888857,0,27,2,2454,6,6
client38339,0.1888857,0,27,1,2494,6,2
client29833,0.1888857,0,26,4,1789,6,6
client10465,0.1888857,0,26,2,2096,6,5
client1659,0.18880653,0,36,9,9736,20,18
client12868,0.18880653,0,36,2,9068,22,13
client9085,0.18878719,0,135,34,93998,377,132
client11527,0.18874423,0,28,21,33049,104,75
client3723,0.18874423,0,30,12,33829,121,88
client29812,0.18874423,0,28,33,33514,141,87
client23216,0.18844724,0,132,30,97889,330,126
client13320,0.18844724,0,133,30,70507,295,120
client31000,0.18843013,0,20,16,11665,31,21
client26200,0.18835606,0,36,18,26055,104,61
client8678,0.18835606,0,36,15,11544,82,59
client16158,0.18835606,0,36,23,25985,104,62
client30736,0.18833168,0,62,7,18418,185,87
client28841,0.18833168,0,62,19,27606,199,80
client28414,0.18832879,0,33,3,8978,19,11
client19696,0.18832879,0,34,4,10582,17,12
client10293,0.18832879,0,30,2,9086,15,12
client15266,0.18832879,0,32,6,9959,22,16
client21344,0.18832879,0,33,5,10127,15,8
client8457,0.18832879,0,34,4,11101,21,15
client34187,0.18832879,0,29,3,9859,15,10
client5545,0.18832879,0,29,4,10049,19,11
client41969,0.18832879,0,29,2,9277,19,13
client35564,0.18832879,0,30,5,10155,14,11
client10117,0.18832879,0,31,5,11053,15,13
client13019,0.18832879,0,29,3,9953,22,9
client26254,0.18832879,0,30,2,10126,18,5
client10497,0.18826774,0,24,4,801,10,6
client1985,0.18816027,0,20,2,1271,11,8
client31985,0.18816027,0,20,3,1438,12,8
client30723,0.18812697,0,22,4,23990,27,12
client6484,0.18812697,0,22,10,15345,25,15
client42412,0.18812697,0,22,9,17082,26,22
client25814,0.18812697,0,21,1,16018,24,7
client17273,0.18812697,0,21,5,13918,26,18
client32677,0.18812697,0,22,8,15624,26,23
client34510,0.18808623,0,20,5,12961,44,33
client27880,0.18808623,0,22,12,19608,53,42
client23418,0.18808623,0,21,11,15224,53,38
client39747,0.18808623,0,20,9,21339,55,33
client3874,0.18808623,0,20,9,23129,55,42
client17813,0.18808623,0,20,5,19006,53,36
client15591,0.187898,0,86,17,43476,215,100
client5918,0.187898,0,93,21,43177,253,61
client14719,0.187898,0,94,17,43317,337,102
client7422,0.187898,0,87,18,43406,205,59
client3023,0.187898,0,96,12,38009,205,91
client28589,0.187898,0,95,14,37359,193,59
client8840,0.18788029,0,18,2,19989,2,2
client9701,0.18788029,0,18,2,15282,5,4
client9208,0.18788029,0,18,2,22058,4,4
client9514,0.18787919,0,29,15,20337,89,65
client10942,0.18787919,0,33,17,24333,112,90
client34035,0.18787919,0,29,23,13283,77,56
client34324,0.18787919,0,29,10,22438,115,61
client6086,0.18787919,0,31,11,16270,85,56
client18594,0.18787919,0,34,21,20258,140,61
client35142,0.18787919,0,34,26,16250,124,56
client2790,0.18787919,0,29,22,27962,115,56
client16599,0.18787919,0,30,12,18988,107,68
client32879,0.18787919,0,30,17,27160,132,80
client35538,0.18787919,0,29,16,16245,128,76
client30061,0.18787919,0,34,20,18109,136,86
client24120,0.18787919,0,30,27,24304,126,58
client10919,0.18787919,0,29,29,26972,135,70
client5990,0.18787919,0,32,20,19932,107,63
client29721,0.18787919,0,34,10,12806,129,62
client12335,0.18787919,0,29,34,23090,94,68
client39564,0.18787919,0,30,11,26456,113,63
client39756,0.18787919,0,29,6,18017,115,63
client1524,0.18787919,0,30,16,14922,106,65
client4718,0.18787919,0,31,27,20763,112,88
client33396,0.18787919,0,30,13,13791,90,56
client7154,0.18787919,0,30,15,23845,136,72
client2769,0.18787919,0,34,15,27478,107,58
client18909,0.18787919,0,30,28,17752,125,65
client16640,0.18787919,0,30,24,24605,137,84
client17681,0.18787919,0,34,6,23131,120,57
client10568,0.18787919,0,30,12,27201,119,83
client42427,0.18787919,0,32,13,29596,105,65
client13999,0.18787919,0,34,23,24243,102,60
client11924,0.18787919,0,29,9,15453,105,66
client16907,0.18787919,0,32,8,14991,105,65
client22198,0.18787919,0,30,26,15632,123,82
client3124,0.18787919,0,34,17,25006,128,57
client8909,0.18787919,0,29,30,28804,122,83
client3305,0.18787919,0,34,7,20910,81,70
client39117,0.18787919,0,31,19,27570,109,58
client41497,0.18787919,0,32,4,15831,75,57
client42719,0.18787919,0,33,9,19467,98,63
client9597,0.18787919,0,28,7,12893,109,87
client31855,0.18787919,0,31,35,29513,138,89
client9859,0.18787919,0,29,18,26293,137,78
client5927,0.18787919,0,29,12,22427,93,66
client7977,0.18787919,0,32,43,25366,119,78
client15536,0.18787919,0,30,20,28726,123,63
client36422,0.18787919,0,30,18,12634,104,66
client4069,0.18787919,0,29,17,29428,104,61
client5154,0.1878013,0,35,3,9872,10,5
client40210,0.18777187,0,52,12,33122,158,68
client16902,0.18777187,0,50,16,33085,172,81
client25612,0.18773761,0,66,11,34463,143,71
client8954,0.18773761,0,67,37,35774,173,68
client29797,0.18773761,0,64,21,33956,173,89
client32229,0.18773761,0,65,20,37321,157,87
client13033,0.18773761,0,66,26,39691,155,57
client26412,0.18740861,0,67,4,27697,174,140
client4641,0.18740861,0,65,8,15981,168,121
client2127,0.18740587,0,18,2,16055,12,10
client17514,0.18740587,0,19,1,14595,12,1
client13271,0.18737073,0,21,6,15790,21,18
client32673,0.18737073,0,22,2,18578,21,4
client8298,0.18737073,0,20,2,21633,17,5
client19737,0.18737073,0,20,5,14560,20,9
client36817,0.18737073,0,20,5,27205,22,9
client28928,0.18737073,0,21,7,20218,13,13
client8024,0.18737073,0,21,4,23801,17,5
client16689,0.18737073,0,20,2,18067,20,4
client11357,0.18737073,0,22,4,19260,16,7
client13292,0.18737073,0,21,2,21847,19,12
client34009,0.18737073,0,21,7,12938,14,13
client32000,0.18737073,0,21,2,17922,20,9
client17411,0.18737073,0,22,6,13277,17,10
client2242,0.1873434,0,54,14,47695,127,65
client34378,0.1873434,0,60,10,44319,112,63
client40730,0.1873434,0,55,12,48620,110,91
client17075,0.1873434,0,52,11,43599,132,94
client217,0.18726856,0,31,2,1141,68,34
client30000,0.18714836,0,25,10,33616,50,31
client38422,0.18708211,0,55,11,52820,108,57
client29284,0.18708211,0,50,21,116945,99,63
client34474,0.18708211,0,53,15,93838,139,73
client41116,0.18708211,0,56,18,52231,121,61
client22892,0.18708211,0,51,14,54296,102,56
client29155,0.18708211,0,58,24,85754,136,73
client16730,0.18708211,0,50,13,63858,129,60
client7868,0.18708211,0,57,12,52038,110,64
client17268,0.18691024,0,51,9,24673,170,76
client12180,0.18691024,0,59,14,11744,165,82
client3065,0.18691024,0,48,22,29765,155,69
client28520,0.18691024,0,45,9,26792,147,67
client36581,0.18691024,0,52,40,27985,153,77
client13165,0.18691024,0,56,14,18760,144,57
client30577,0.18691024,0,56,17,22678,142,69
client19892,0.18691024,0,51,20,29303,146,78
client30634,0.18691024,0,57,25,21880,167,57
client29873,0.18691024,0,46,20,18442,153,105
client9784,0.18691024,0,44,16,20739,164,58
client26717,0.18691024,0,52,10,14096,167,90
client24030,0.18691024,0,56,21,14124,149,105
client22304,0.18691024,0,43,16,15889,148,64
client39800,0.18691024,0,43,23,23751,144,63
client21332,0.18691024,0,51,11,18104,153,63
client29875,0.18691024,0,57,24,28755,178,70
client33241,0.18691024,0,46,46,25968,178,108
client28442,0.18691024,0,59,18,19627,143,61
client4522,0.18691024,0,52,23,18387,158,65
client31142,0.18691024,0,50,13,23389,168,62
client36219,0.18691024,0,49,22,21012,166,68
client37755,0.18691024,0,45,22,26765,151,57
client40200,0.18691024,0,46,5,30316,156,69
client103,0.18691024,0,48,11,20174,160,71
client29627,0.18691024,0,43,8,26963,165,58
client29075,0.18676089,0,55,9,72233,255,22
client39248,0.18676089,0,46,14,103782,202,26
client12711,0.1867448,0,22,8,11576,24,16
client38517,0.18658665,0,85,25,46985,182,52
client14380,0.18656251,0,49,2,3169,255,4
client11854,0.18656251,0,44,4,3157,203,3
