item,abc,xyz,abc_xyz
sku52,C,Z,CZ
sku1624,C,X,CX
sku6542,C,Z,CZ
sku15866,C,Z,CZ
sku509,C,Z,CZ
sku8860,C,Z,CZ
sku755,C,Z,CZ
sku10397,C,X,CX
sku24155,C,Z,CZ
sku17450,C,Z,CZ
sku10622,C,Z,CZ
sku23153,C,Z,CZ
sku10494,C,Z,CZ
sku7084,C,X,CX
sku7825,C,Z,CZ
sku22023,C,Z,CZ
sku3187,C,Z,CZ
sku10335,C,Z,CZ
sku11407,C,Z,CZ
sku25679,C,Z,CZ
sku1486,C,Z,CZ
sku27342,C,Z,CZ
sku22327,C,Z,CZ
sku14988,C,Z,CZ
sku20246,C,Z,CZ
sku7377,C,Z,CZ
sku3341,C,Z,CZ
sku20544,C,Z,CZ
sku6864,C,Z,CZ
sku17943,C,Z,CZ
sku841,C,Z,CZ
sku5384,C,Z,CZ
sku19493,C,Z,CZ
sku27736,C,Z,CZ
sku23259,C,Z,CZ
sku29756,C,Z,CZ
sku21280,C,Z,CZ
sku26746,C,Z,CZ
sku14466,C,Z,CZ
sku26275,C,Z,CZ
sku13728,C,Z,CZ
sku27005,C,Z,CZ
sku8822,C,X,CX
sku15195,C,X,CX
sku1357,C,X,CX
sku23097,C,Z,CZ
sku27091,C,Z,CZ
sku18708,C,Z,CZ
sku20217,C,X,CX
sku1578,C,X,CX
sku16359,C,Z,CZ
sku971,C,X,CX
sku1308,C,X,CX
sku19597,C,Z,CZ
sku29958,C,X,CX
sku15434,C,X,CX
sku7611,C,X,CX
sku4922,C,X,CX
sku24967,C,X,CX
sku25716,C,Z,CZ
sku22898,C,Z,CZ
sku18519,C,Z,CZ
sku21950,C,Z,CZ
sku1981,C,Z,CZ
sku10311,C,Z,CZ
sku29478,C,Z,CZ
sku28424,C,Z,CZ
sku7482,C,Z,CZ
sku26669,C,Z,CZ
sku28957,C,X,CX
sku19419,C,Z,CZ
sku19709,C,Z,CZ
sku5798,C,Z,CZ
sku2678,C,X,CX
sku24732,C,Z,CZ
sku2837,C,Z,CZ
sku72,C,Z,CZ
sku28878,C,X,CX
sku25613,C,X,CX
sku23497,C,X,CX
sku5061,C,Z,CZ
sku20123,C,X,CX
sku25949,C,Z,CZ
sku24450,C,Z,CZ
sku20880,C,Z,CZ
sku7134,C,Z,CZ
sku22133,C,Z,CZ
sku21162,C,Y,CY
sku23099,C,Z,CZ
sku17997,C,Z,CZ
sku28218,C,X,CX
sku30404,C,Z,CZ
sku24028,C,Z,CZ
sku5118,C,Z,CZ
sku848,C,Z,CZ
sku26607,C,X,CX
sku8838,C,Z,CZ
sku23530,C,Z,CZ
sku402,C,Z,CZ
sku24399,C,Z,CZ
sku14008,C,Z,CZ
sku3446,C,X,CX
sku19515,C,Z,CZ
sku4069,C,Z,CZ
sku11968,C,Z,CZ
sku23460,C,Z,CZ
sku24459,C,Z,CZ
sku16291,C,Z,CZ
sku7302,C,Z,CZ
sku5577,C,X,CX
sku16770,C,Z,CZ
sku8531,C,X,CX
sku17096,C,Z,CZ
sku9098,C,Z,CZ
sku5603,C,Z,CZ
sku24317,C,Z,CZ
sku25005,C,Z,CZ
sku11460,C,Z,CZ
sku29576,C,X,CX
sku5894,C,Z,CZ
sku22324,C,Z,CZ
sku19764,C,Y,CY
sku21832,C,Z,CZ
sku18986,C,X,CX
sku10729,C,Z,CZ
sku4282,C,Z,CZ
sku10558,C,Z,CZ
sku14616,C,X,CX
sku24014,C,Z,CZ
sku11627,C,X,CX
sku5033,C,Z,CZ
sku5548,C,Y,CY
sku23404,C,Y,CY
sku11115,C,X,CX
sku4059,C,Z,CZ
sku27038,C,X,CX
sku28226,C,X,CX
sku25382,C,Z,CZ
sku16126,C,Z,CZ
sku20799,C,Z,CZ
sku11071,C,Z,CZ
sku20767,C,Z,CZ
sku15978,C,X,CX
sku21391,C,Z,CZ
sku8745,C,Z,CZ
sku21430,C,Z,CZ
sku18825,C,Z,CZ
sku25364,C,Z,CZ
sku10242,C,Z,CZ
sku15154,C,Z,CZ
sku18258,C,Z,CZ
sku7181,C,Z,CZ
sku23324,C,Z,CZ
sku29597,C,Z,CZ
sku16030,C,Z,CZ
sku9333,C,Z,CZ
sku13703,C,Z,CZ
sku13537,C,Z,CZ
sku24651,C,X,CX
sku10348,C,X,CX
sku6604,C,Z,CZ
sku10864,C,Z,CZ
sku28409,C,X,CX
sku6563,C,Z,CZ
sku5849,C,X,CX
sku23901,C,X,CX
sku8348,C,X,CX
sku17269,C,Z,CZ
sku1453,C,Z,CZ
sku20887,C,Z,CZ
sku5151,C,Z,CZ
sku29055,C,Z,CZ
sku16641,C,Z,CZ
sku9652,C,Z,CZ
sku3047,C,Z,CZ
sku8879,C,Z,CZ
sku11873,C,Z,CZ
sku29752,C,Z,CZ
sku16400,C,Z,CZ
sku29623,C,Z,CZ
sku4294,C,Z,CZ
sku29666,C,Z,CZ
sku26391,C,Z,CZ
sku21309,C,Z,CZ
sku17015,C,Z,CZ
sku26070,C,Z,CZ
sku2251,C,X,CX
sku25505,C,Y,CY
sku16479,C,X,CX
sku18589,C,Z,CZ
sku23657,C,Z,CZ
sku14286,C,X,CX
sku3983,C,Z,CZ
sku25377,C,Z,CZ
sku19334,C,X,CX
sku25878,C,Z,CZ
sku350,C,Y,CY
sku8617,C,Y,CY
sku28751,C,Z,CZ
sku19526,C,Z,CZ
sku22546,C,Z,CZ
sku29557,C,X,CX
sku5707,C,Z,CZ
sku18602,C,Z,CZ
sku23172,C,Z,CZ
sku16162,C,X,CX
sku12282,C,Z,CZ
sku30095,C,X,CX
sku19703,C,Z,CZ
sku5138,C,Z,CZ
sku6092,C,Z,CZ
sku22958,C,Z,CZ
sku7732,C,Z,CZ
sku13137,C,X,CX
sku17411,C,X,CX
sku11289,C,Z,CZ
sku18147,C,Z,CZ
sku15468,C,X,CX
sku9526,C,X,CX
sku11949,C,Y,CY
sku10360,C,Z,CZ
sku6863,C,X,CX
sku4463,C,Z,CZ
sku24344,C,Y,CY
sku10072,C,Z,CZ
sku22882,C,Z,CZ
sku6204,C,Z,CZ
sku29572,C,X,CX
sku20139,C,X,CX
sku19136,C,X,CX
sku298,C,Z,CZ
sku24147,C,Z,CZ
sku23517,C,Z,CZ
sku25503,C,Z,CZ
sku7594,C,Z,CZ
sku27859,C,Z,CZ
sku16426,C,Z,CZ
sku7370,C,Z,CZ
sku28857,C,Z,CZ
sku27153,C,Z,CZ
sku6726,C,Z,CZ
sku23735,C,X,CX
sku15041,C,Z,CZ
sku2156,C,Z,CZ
sku19459,C,Z,CZ
sku1054,C,Z,CZ
sku20074,C,X,CX
sku16251,C,Z,CZ
sku26231,C,Z,CZ
sku30432,C,X,CX
sku4825,C,X,CX
sku21480,C,Z,CZ
sku5012,C,Z,CZ
sku7926,C,Z,CZ
sku994,C,X,CX
sku8147,C,X,CX
sku19213,C,Z,CZ
sku26383,C,Z,CZ
sku13643,C,X,CX
sku17664,C,Z,CZ
sku23944,C,Z,CZ
sku25309,C,Z,CZ
sku12326,C,Z,CZ
sku24676,C,X,CX
sku26887,C,Z,CZ
sku25135,C,Z,CZ
sku11497,C,X,CX
sku17163,C,Z,CZ
sku3208,C,Z,CZ
sku7550,C,Z,CZ
sku10798,C,Z,CZ
sku7492,C,Z,CZ
sku23968,C,Z,CZ
sku28996,C,Z,CZ
sku784,C,X,CX
sku15280,C,Z,CZ
sku22151,C,Y,CY
sku12642,C,Z,CZ
sku8915,C,Z,CZ
sku3793,C,X,CX
sku547,C,Z,CZ
sku7911,C,Z,CZ
sku17516,C,X,CX
sku22937,C,Z,CZ
sku29061,C,X,CX
sku30543,C,Z,CZ
sku16684,C,Z,CZ
sku18181,C,Z,CZ
sku24511,C,Y,CY
sku4946,C,Z,CZ
sku17498,C,Z,CZ
sku5027,C,Z,CZ
sku4759,C,X,CX
sku17771,C,Z,CZ
sku1311,C,Z,CZ
sku4332,C,Z,CZ
sku15474,C,Z,CZ
sku555,C,Z,CZ
sku26878,C,Z,CZ
sku4742,C,Z,CZ
sku12061,C,X,CX
sku9326,C,Z,CZ
sku24108,C,Z,CZ
sku10779,C,Z,CZ
sku2357,C,Z,CZ
sku21993,C,Z,CZ
sku23154,C,Z,CZ
sku7712,C,Z,CZ
sku29693,C,Z,CZ
sku3231,C,Z,CZ
sku27372,C,Z,CZ
sku27243,C,Z,CZ
sku24804,C,Z,CZ
sku4780,C,Z,CZ
sku3593,C,Z,CZ
sku2272,C,Z,CZ
sku6802,C,Z,CZ
sku21953,C,Z,CZ
sku27462,C,Z,CZ
sku16440,C,Z,CZ
sku27688,C,X,CX
sku22057,C,Z,CZ
sku1750,C,Z,CZ
sku13738,C,Z,CZ
sku21727,C,Z,CZ
sku20679,C,X,CX
sku7273,C,Z,CZ
sku20050,C,Z,CZ
sku23951,C,Z,CZ
sku13227,C,Z,CZ
sku4338,C,Z,CZ
sku5662,C,Z,CZ
sku15061,C,X,CX
sku28399,C,X,CX
sku25587,C,Z,CZ
sku11329,C,X,CX
sku12828,C,X,CX
sku2026,C,Z,CZ
sku19073,C,Z,CZ
sku1012,C,Z,CZ
sku23869,C,Z,CZ
sku13842,C,X,CX
sku16720,C,X,CX
sku6231,C,X,CX
sku4727,C,Z,CZ
sku22520,C,X,CX
sku14784,C,X,CX
sku20743,C,Z,CZ
sku20288,C,Z,CZ
sku6665,C,Z,CZ
sku14106,C,Z,CZ
sku2440,C,X,CX
sku10634,C,Z,CZ
sku22850,C,X,CX
sku11791,C,Z,CZ
sku24621,C,Z,CZ
sku116,C,Z,CZ
sku19317,C,Z,CZ
sku19627,C,Z,CZ
sku22807,C,X,CX
sku5972,C,Z,CZ
sku3296,C,Z,CZ
sku13886,C,Z,CZ
sku21097,C,Z,CZ
sku26157,C,Z,CZ
sku2818,C,Z,CZ
sku12919,C,Z,CZ
sku26574,C,X,CX
sku15503,C,Z,CZ
sku23437,C,Z,CZ
sku26981,C,Z,CZ
sku13270,C,X,CX
sku12415,C,Z,CZ
sku1651,C,Z,CZ
sku18991,C,Z,CZ
sku5933,C,Z,CZ
sku24522,C,Z,CZ
sku21600,C,Z,CZ
sku25008,C,Z,CZ
sku28411,C,X,CX
sku5613,C,Z,CZ
sku27323,C,Z,CZ
sku20560,C,Z,CZ
sku12678,C,Z,CZ
sku21299,C,X,CX
sku2823,C,Y,CY
sku18960,C,Y,CY
sku23395,C,Z,CZ
sku27526,C,X,CX
sku9828,C,Z,CZ
sku11571,C,Z,CZ
sku25686,C,Y,CY
sku24884,C,X,CX
sku22553,C,Z,CZ
sku1640,C,Z,CZ
sku24222,C,Z,CZ
sku2231,C,Z,CZ
sku21977,C,Z,CZ
sku3665,C,X,CX
sku26082,C,Z,CZ
sku26443,C,Z,CZ
sku2076,C,X,CX
sku15592,C,Z,CZ
sku8563,C,Z,CZ
sku28266,C,Z,CZ
sku15966,C,Z,CZ
sku17509,C,Z,CZ
sku12513,C,Z,CZ
sku13661,C,Z,CZ
sku11898,C,Z,CZ
sku25440,C,Z,CZ
sku4432,C,Z,CZ
sku14348,C,Z,CZ
sku20939,C,X,CX
sku10165,C,X,CX
sku23592,C,Z,CZ
sku4682,C,Z,CZ
sku3976,C,Z,CZ
sku11304,C,Z,CZ
sku14372,C,X,CX
sku14767,C,Z,CZ
sku8900,C,Z,CZ
sku9796,C,Z,CZ
sku26319,C,X,CX
sku26905,C,Z,CZ
sku11729,C,Z,CZ
sku15144,C,Z,CZ
sku22575,C,Z,CZ
sku26727,C,Y,CY
sku27829,C,X,CX
sku4488,C,Z,CZ
sku6561,C,X,CX
sku10735,C,Z,CZ
sku20840,C,Z,CZ
sku1335,C,Z,CZ
sku3497,C,Z,CZ
sku14890,C,X,CX
sku9495,C,Z,CZ
sku30032,C,Z,CZ
sku9269,C,Z,CZ
sku14078,C,Z,CZ
sku29753,C,Y,CY
sku1320,C,X,CX
sku6064,C,Z,CZ
sku15778,C,Z,CZ
sku28235,C,X,CX
sku18779,C,Z,CZ
sku368,C,Z,CZ
sku24958,C,Z,CZ
sku14710,C,Z,CZ
sku4957,C,Z,CZ
sku7940,C,Z,CZ
sku8403,C,Z,CZ
sku19345,C,Z,CZ
sku12727,C,Z,CZ
sku16323,C,Z,CZ
sku3840,C,Z,CZ
sku13973,C,Z,CZ
sku14007,C,Z,CZ
sku7476,C,Z,CZ
sku29440,C,Z,CZ
sku24687,C,Z,CZ
sku19600,C,Z,CZ
sku1270,C,Z,CZ
sku15118,C,Z,CZ
sku8189,C,Z,CZ
sku2330,C,Z,CZ
sku9499,C,Z,CZ
sku30137,C,X,CX
sku6710,C,Z,CZ
sku24080,C,Z,CZ
sku27521,C,Z,CZ
sku30437,C,Z,CZ
sku5678,C,Z,CZ
sku23318,C,Z,CZ
sku14599,C,X,CX
sku7621,C,Z,CZ
sku6768,C,Z,CZ
sku26058,C,Z,CZ
sku8590,C,Z,CZ
sku5386,C,Z,CZ
sku13551,C,Z,CZ
sku14127,C,X,CX
sku7999,C,Z,CZ
sku2666,C,Z,CZ
sku9571,C,Z,CZ
sku22101,C,Z,CZ
sku30524,C,Z,CZ
sku26227,C,X,CX
sku11808,C,X,CX
sku27942,C,Z,CZ
sku28853,C,Z,CZ
sku20361,C,Z,CZ
sku10062,C,X,CX
sku14894,C,X,CX
sku10095,C,X,CX
sku25763,C,X,CX
sku19093,C,Z,CZ
sku25576,C,Z,CZ
sku28263,C,Z,CZ
sku22284,C,X,CX
sku6218,C,X,CX
sku13792,C,X,CX
sku9579,C,X,CX
sku19473,C,X,CX
sku27478,C,Z,CZ
sku28532,C,X,CX
sku22685,C,Z,CZ
sku17508,C,X,CX
sku9811,C,X,CX
sku16269,C,X,CX
sku30552,C,Z,CZ
sku4887,C,X,CX
sku7618,C,X,CX
sku29386,C,X,CX
sku18036,C,X,CX
sku6648,C,Z,CZ
sku24642,C,X,CX
sku13960,C,Z,CZ
sku16642,C,X,CX
sku18476,C,X,CX
sku16396,C,Z,CZ
sku23168,C,Z,CZ
sku546,C,Z,CZ
sku8605,C,Z,CZ
sku17908,C,Z,CZ
sku17860,C,Z,CZ
sku5480,C,X,CX
sku9116,C,Z,CZ
sku8328,C,Z,CZ
sku27841,C,Z,CZ
sku12845,C,Z,CZ
sku11177,C,Z,CZ
sku10043,C,Z,CZ
sku29390,C,Z,CZ
sku8583,C,X,CX
sku28597,C,Z,CZ
sku14615,C,X,CX
sku25762,C,X,CX
sku126,C,X,CX
sku28993,C,Z,CZ
sku5848,C,Z,CZ
sku2843,C,X,CX
sku12742,C,Z,CZ
sku4383,C,X,CX
sku23831,C,Z,CZ
sku10419,C,X,CX
sku9129,C,Z,CZ
sku19738,C,Z,CZ
sku26034,C,Z,CZ
sku15588,C,X,CX
sku16758,C,Z,CZ
sku23891,C,Z,CZ
sku21212,C,X,CX
sku7631,C,X,CX
sku25359,C,Z,CZ
sku17923,C,Z,CZ
sku14832,C,Z,CZ
sku10571,C,X,CX
sku22511,C,X,CX
sku27188,C,X,CX
sku19203,C,Z,CZ
sku27197,C,Z,CZ
sku8076,C,Z,CZ
sku19283,C,X,CX
sku12683,C,X,CX
sku19541,C,X,CX
sku29992,C,Z,CZ
sku1542,C,Z,CZ
sku9497,C,X,CX
sku7743,C,Z,CZ
sku7807,C,Z,CZ
sku1770,C,Z,CZ
sku10394,C,Z,CZ
sku28719,C,X,CX
sku22757,C,Z,CZ
sku27864,C,Z,CZ
sku26716,C,Z,CZ
sku8258,C,Y,CY
sku21588,C,Z,CZ
sku27595,C,Z,CZ
sku29436,C,Z,CZ
sku11906,C,X,CX
sku24955,C,Z,CZ
sku29619,C,Z,CZ
sku19960,C,Z,CZ
sku28217,C,Z,CZ
sku2934,C,Z,CZ
sku13573,C,Y,CY
sku5580,C,Z,CZ
sku24463,C,X,CX
sku705,C,Z,CZ
sku16893,C,Z,CZ
sku13163,C,Z,CZ
sku23824,C,Z,CZ
sku20552,C,X,CX
sku8736,C,X,CX
sku4354,C,Z,CZ
sku15549,C,Z,CZ
sku17504,C,Z,CZ
sku10420,C,Z,CZ
sku26550,C,Z,CZ
sku18332,C,Z,CZ
sku15339,C,Z,CZ
sku9527,C,Z,CZ
sku3655,C,X,CX
sku15641,C,X,CX
sku5133,C,Z,CZ
sku436,C,Z,CZ
sku11037,C,X,CX
sku11024,C,X,CX
sku6762,C,Z,CZ
sku30092,C,X,CX
sku14259,C,Z,CZ
sku1041,C,Z,CZ
sku14548,C,Z,CZ
sku6996,C,Z,CZ
sku831,C,Z,CZ
sku5256,C,Z,CZ
sku17986,C,X,CX
sku14480,C,Z,CZ
sku28086,C,X,CX
sku28207,C,Z,CZ
sku5650,C,Z,CZ
sku30010,C,Z,CZ
sku15049,C,X,CX
sku29723,C,X,CX
sku17640,C,X,CX
sku209,C,Z,CZ
sku22410,C,Z,CZ
sku4843,C,X,CX
sku639,C,Z,CZ
sku19082,C,X,CX
sku11938,C,Z,CZ
sku25502,C,Z,CZ
sku27053,C,X,CX
sku13380,C,X,CX
sku16644,C,X,CX
sku4336,C,Z,CZ
sku27257,C,Z,CZ
sku19981,C,X,CX
sku8901,C,Z,CZ
sku13475,C,Y,CY
sku25063,C,Z,CZ
sku13617,C,X,CX
sku5471,C,X,CX
sku1424,C,Z,CZ
sku4448,C,Z,CZ
sku14800,C,Z,CZ
sku22002,C,Z,CZ
sku25986,C,X,CX
sku3705,C,X,CX
sku13140,C,Z,CZ
sku6198,C,Z,CZ
sku248,C,X,CX
sku27617,C,Z,CZ
sku25491,C,X,CX
sku22974,C,X,CX
sku11018,C,Y,CY
sku25519,C,Y,CY
sku25207,C,Z,CZ
sku4404,C,Z,CZ
sku12000,C,Z,CZ
sku14926,C,Z,CZ
sku16137,C,Z,CZ
sku23608,C,X,CX
sku28175,C,Z,CZ
sku4666,C,Z,CZ
sku4220,C,Z,CZ
sku25080,C,Z,CZ
sku28885,C,Z,CZ
sku22326,C,X,CX
sku2160,C,Z,CZ
sku15255,C,Z,CZ
sku8759,C,Z,CZ
sku20607,C,X,CX
sku10695,C,Z,CZ
sku14324,C,X,CX
sku18111,C,Z,CZ
sku25111,C,Z,CZ
sku7209,C,Z,CZ
sku2611,C,X,CX
sku22111,C,Z,CZ
sku13075,C,Z,CZ
sku23356,C,Z,CZ
sku14065,C,X,CX
sku9523,C,Z,CZ
sku8465,C,Z,CZ
sku15839,C,Z,CZ
sku14338,C,Z,CZ
sku23661,C,Z,CZ
sku792,C,X,CX
sku1250,C,Z,CZ
sku3844,C,Z,CZ
sku22049,C,Y,CY
sku17173,C,Z,CZ
sku22027,C,Z,CZ
sku11041,C,Z,CZ
sku13058,C,Z,CZ
sku14853,C,X,CX
sku26700,C,X,CX
sku9383,C,Z,CZ
sku10376,C,Z,CZ
sku25151,C,Z,CZ
sku7567,C,X,CX
sku12658,C,X,CX
sku26985,C,Z,CZ
sku24216,C,Z,CZ
sku17209,C,X,CX
sku17470,C,Z,CZ
sku8722,C,Z,CZ
sku22928,C,Z,CZ
sku343,C,Z,CZ
sku9429,C,Z,CZ
sku2579,C,Z,CZ
sku18500,C,Z,CZ
sku22940,C,Z,CZ
sku18382,C,Z,CZ
sku6323,C,Z,CZ
sku15611,C,X,CX
sku23035,C,X,CX
sku14314,C,Z,CZ
sku29604,C,Z,CZ
sku2174,C,X,CX
sku8593,C,Z,CZ
sku6406,C,X,CX
sku6629,C,Z,CZ
sku26771,C,X,CX
sku28189,C,X,CX
sku28891,C,Z,CZ
sku8727,C,X,CX
sku29712,C,X,CX
sku26123,C,Z,CZ
sku14666,C,Z,CZ
sku25246,C,Z,CZ
sku23254,C,Z,CZ
sku17775,C,Z,CZ
sku26637,C,X,CX
sku4423,C,Z,CZ
sku13433,C,Z,CZ
sku3871,C,Z,CZ
sku13726,C,Z,CZ
sku2268,C,Z,CZ
sku13635,C,Z,CZ
sku1116,C,Z,CZ
sku22299,C,Z,CZ
sku8697,C,Z,CZ
sku20564,C,Z,CZ
sku16041,C,X,CX
sku5772,C,Z,CZ
sku29865,C,Z,CZ
sku17476,C,Z,CZ
sku11636,C,Z,CZ
sku25898,C,Z,CZ
sku4738,C,Z,CZ
sku22678,C,Z,CZ
sku28091,C,Z,CZ
sku24144,C,X,CX
sku12153,C,X,CX
sku22762,C,X,CX
sku11065,C,X,CX
sku4276,C,Z,CZ
sku28623,C,X,CX
sku17012,C,X,CX
sku7324,C,Z,CZ
sku10194,C,Z,CZ
sku4169,C,Z,CZ
sku1040,C,X,CX
sku20541,C,X,CX
sku16898,C,Z,CZ
sku12608,C,Z,CZ
sku28166,C,X,CX
sku7605,C,Z,CZ
sku7318,C,Z,CZ
sku30022,C,Z,CZ
sku2022,C,Z,CZ
sku10111,C,Z,CZ
sku25444,C,Z,CZ
sku15543,C,Y,CY
sku17584,C,X,CX
sku4645,C,Z,CZ
sku14897,C,X,CX
sku6867,C,Z,CZ
sku27837,C,Z,CZ
sku23073,C,Z,CZ
sku2863,C,X,CX
sku18839,C,X,CX
sku19413,C,Z,CZ
sku4393,C,Z,CZ
sku3287,C,Z,CZ
sku1627,C,Z,CZ
sku1147,C,Z,CZ
sku3256,C,Z,CZ
sku9395,C,Z,CZ
sku16712,C,Z,CZ
sku12773,C,Z,CZ
sku2248,C,X,CX
sku28649,C,Z,CZ
sku7254,C,Z,CZ
sku19039,C,X,CX
sku111,C,Z,CZ
sku13823,C,Z,CZ
sku23039,C,Z,CZ
sku1455,C,Z,CZ
sku9439,C,Z,CZ
sku21945,C,Z,CZ
sku21179,C,Z,CZ
sku3202,C,Z,CZ
sku11997,C,Z,CZ
sku11857,C,Z,CZ
sku20499,C,Z,CZ
sku19486,C,Y,CY
sku9346,C,X,CX
sku15817,C,Y,CY
sku27316,C,Z,CZ
sku10150,C,Z,CZ
sku12999,C,Z,CZ
sku15316,C,Z,CZ
sku8030,C,X,CX
sku12510,C,Z,CZ
sku16534,C,X,CX
sku17217,C,Z,CZ
sku14778,C,Z,CZ
sku19188,C,Z,CZ
sku16088,C,Z,CZ
sku20434,C,Z,CZ
sku27240,C,Y,CY
sku26628,C,Z,CZ
sku29531,C,Z,CZ
sku8000,C,Z,CZ
sku26523,C,Z,CZ
sku25157,C,Z,CZ
sku530,C,X,CX
sku20839,C,Z,CZ
sku20328,C,Z,CZ
sku22156,C,Z,CZ
sku7429,C,X,CX
sku21818,C,X,CX
sku15742,C,X,CX
sku29110,C,Y,CY
sku4189,C,X,CX
sku27906,C,Z,CZ
sku5203,C,Z,CZ
sku18208,C,Z,CZ
sku38,C,X,CX
sku30177,C,Z,CZ
sku14631,C,X,CX
sku11865,C,Z,CZ
sku27514,C,Z,CZ
sku28249,C,Z,CZ
sku20424,C,X,CX
sku12800,C,X,CX
sku26324,C,Z,CZ
sku10908,C,Z,CZ
sku14163,C,Z,CZ
sku16925,C,Z,CZ
sku27454,C,Y,CY
sku12067,C,Z,CZ
sku6669,C,X,CX
sku18994,C,Z,CZ
sku25939,C,Z,CZ
sku17142,C,X,CX
sku23288,C,X,CX
sku29605,C,Z,CZ
sku6524,C,X,CX
sku5191,C,X,CX
sku12713,C,Z,CZ
sku20899,C,Z,CZ
sku6592,C,Z,CZ
sku28303,C,Z,CZ
sku28161,C,Z,CZ
sku28677,C,Z,CZ
sku4130,C,X,CX
sku21428,C,Z,CZ
sku3014,C,Z,CZ
sku18158,C,Z,CZ
sku20030,C,Z,CZ
sku6873,C,Z,CZ
sku24526,C,Z,CZ
sku6409,C,Z,CZ
sku1700,C,Z,CZ
sku14727,C,Z,CZ
sku22154,C,Z,CZ
sku21296,C,X,CX
sku20537,C,X,CX
sku11719,C,X,CX
sku21598,C,X,CX
sku22201,C,Z,CZ
sku4805,C,Z,CZ
sku8441,C,X,CX
sku8699,C,Z,CZ
sku3379,C,X,CX
sku30488,C,Z,CZ
sku28363,C,X,CX
sku12455,C,Z,CZ
sku19210,C,Z,CZ
sku23291,C,Y,CY
sku25110,C,X,CX
sku21839,C,Z,CZ
sku20420,C,Z,CZ
sku13976,C,X,CX
sku16294,C,Z,CZ
sku18688,C,X,CX
sku19278,C,Z,CZ
sku24055,C,X,CX
sku9492,C,Z,CZ
sku825,C,Z,CZ
sku15958,C,Z,CZ
sku676,C,Z,CZ
sku28355,C,Z,CZ
sku13843,C,Z,CZ
sku11513,C,X,CX
sku4070,C,X,CX
sku21677,C,Z,CZ
sku1389,C,Z,CZ
sku27962,C,Z,CZ
sku22748,C,Z,CZ
sku13064,C,Z,CZ
sku13415,C,X,CX
sku6730,C,Z,CZ
sku9220,C,Z,CZ
sku23060,C,Z,CZ
sku23711,C,Z,CZ
sku9505,C,Z,CZ
sku1437,C,X,CX
sku27879,C,Z,CZ
sku9156,C,Z,CZ
sku8602,C,Z,CZ
sku10461,C,Z,CZ
sku30114,C,Z,CZ
sku23194,C,Z,CZ
sku15960,C,X,CX
sku29807,C,Z,CZ
sku7184,C,X,CX
sku7649,C,Z,CZ
sku29526,C,Z,CZ
sku22994,C,Z,CZ
sku13242,C,Y,CY
sku20824,C,Z,CZ
sku3838,C,Z,CZ
sku6208,C,Z,CZ
sku12603,C,Y,CY
sku26856,C,X,CX
sku17571,C,X,CX
sku24013,C,X,CX
sku24031,C,Z,CZ
sku18336,C,Z,CZ
sku15879,C,Y,CY
sku21441,C,X,CX
sku10581,C,Z,CZ
sku21792,C,Z,CZ
sku23773,C,Z,CZ
sku17422,C,X,CX
sku22597,C,Z,CZ
sku12579,C,X,CX
sku17276,C,X,CX
sku14433,C,Z,CZ
sku11163,C,Z,CZ
sku30249,C,X,CX
sku17101,C,Z,CZ
sku10317,C,Z,CZ
sku28122,C,Z,CZ
sku3229,C,Z,CZ
sku908,C,Z,CZ
sku2250,C,X,CX
sku12768,C,Z,CZ
sku7375,C,X,CX
sku28345,C,Z,CZ
sku3023,C,Z,CZ
sku29799,C,Z,CZ
sku21357,C,Z,CZ
sku3583,C,Y,CY
sku20696,C,Z,CZ
sku390,C,Z,CZ
sku19050,C,Z,CZ
sku5285,C,X,CX
sku22328,C,Z,CZ
sku15309,C,X,CX
sku25270,C,X,CX
sku22496,C,Z,CZ
sku10515,C,X,CX
sku26015,C,Z,CZ
sku857,C,Z,CZ
sku23947,C,Z,CZ
sku3242,C,Z,CZ
sku2213,C,Z,CZ
sku9629,C,Z,CZ
sku9403,C,X,CX
sku16090,C,Z,CZ
sku11552,C,Z,CZ
sku21071,C,Z,CZ
sku11902,C,Z,CZ
sku14192,C,Z,CZ
sku10354,C,X,CX
sku15940,C,Z,CZ
sku23204,C,Z,CZ
sku20401,C,Z,CZ
sku8291,C,Z,CZ
sku29780,C,Z,CZ
sku27786,C,X,CX
sku11031,C,Z,CZ
sku20145,C,Z,CZ
sku23911,C,Z,CZ
sku22651,C,Z,CZ
sku15030,C,Z,CZ
sku5599,C,Z,CZ
sku11154,C,X,CX
sku27354,C,X,CX
sku17697,C,X,CX
sku5031,C,Z,CZ
sku17334,C,Z,CZ
sku5574,C,Z,CZ
sku29363,C,Z,CZ
sku27199,C,Z,CZ
sku22585,C,X,CX
sku10542,C,X,CX
sku3063,C,Z,CZ
sku11008,C,X,CX
sku6046,C,Z,CZ
sku28423,C,Z,CZ
sku8364,C,Z,CZ
sku6640,C,X,CX
sku15971,C,Z,CZ
sku23565,C,X,CX
sku16710,C,Z,CZ
sku28272,C,X,CX
sku15764,C,X,CX
sku16564,C,X,CX
sku12853,C,Z,CZ
sku20036,C,Z,CZ
sku2292,C,X,CX
sku7337,C,X,CX
sku16481,C,Z,CZ
sku1712,C,Z,CZ
sku8373,C,X,CX
sku12660,C,Z,CZ
sku29790,C,X,CX
sku12739,C,Z,CZ
sku15435,C,Z,CZ
sku26801,C,Z,CZ
sku19071,C,Z,CZ
sku1872,C,X,CX
sku9747,C,Z,CZ
