client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount
client33700,2019-08-31,1,1,399,1,1,1,31,1,399,399.0,1.0,399
client33701,2019-06-26,2,1,6048,2,2,0,97,1,6048,6048.0,2.0,549
client33702,2019-09-18,14,4,11050,16,14,4,13,4,11050,2762.5,4.0,95
client33703,2019-08-26,15,7,19590,21,15,4,36,7,19590,2798.5714285714284,3.0,14
client33704,2019-09-01,39,12,11127,81,34,16,30,12,11127,927.25,6.75,59
client33706,2019-07-04,37,6,6047,45,36,0,89,6,6047,1007.8333333333334,7.5,13
client33707,2019-07-23,2,2,2167,3,2,0,70,2,2167,1083.5,1.5,169
client33708,2019-06-02,28,12,26208,59,25,14,121,12,26208,2184.0,4.916666666666667,158
client33709,2019-09-14,20,8,5803,36,20,6,17,8,5803,725.375,4.5,89
client3371,2019-08-29,77,16,45208,110,66,17,33,16,45208,2825.5,6.875,201
client33710,2019-05-07,25,1,16260,40,25,0,147,1,16260,16260.0,40.0,418
client33711,2019-04-17,4,1,425,5,4,0,167,1,425,425.0,5.0,109
client33712,2019-09-15,5,2,4153,11,5,5,16,2,4153,2076.5,5.5,2895
client33713,2019-08-08,12,2,7547,28,12,0,54,2,7547,3773.5,14.0,396
client33714,2018-11-04,9,1,1714,10,9,9,331,1,1714,1714.0,10.0,315
client33715,2019-06-16,22,6,70747,38,22,4,107,6,70747,11791.166666666666,6.333333333333333,2200
client33716,2019-02-25,178,34,115982,548,116,57,218,34,115982,3411.235294117647,16.11764705882353,79
client33717,2019-09-08,66,23,26941,159,53,43,23,23,26941,1171.3478260869565,6.913043478260869,149
client33718,2019-09-03,36,10,21169,95,34,4,28,10,21169,2116.9,9.5,3599
client33719,2019-09-27,53,14,4606,64,52,6,4,14,4606,329.0,4.571428571428571,130
client3372,2019-09-01,14,7,10154,26,13,8,30,7,10154,1450.5714285714287,3.7142857142857144,1099
client33720,2019-06-06,69,10,88981,104,68,29,117,10,88981,8898.1,10.4,6349
client33721,2018-11-18,15,1,7691,53,15,15,317,1,7691,7691.0,53.0,1149
client33722,2019-09-13,140,30,11472,155,123,39,18,30,11472,382.4,5.166666666666667,42
client33723,2019-07-08,9,2,2881,25,9,0,85,2,2881,1440.5,12.5,199
client33724,2019-07-04,20,6,25987,55,20,12,89,6,25987,4331.166666666667,9.166666666666666,169
client33725,2019-09-03,30,12,23548,181,22,2,28,12,23548,1962.3333333333333,15.083333333333334,248
client33726,2019-09-26,52,24,36239,83,42,16,5,24,36239,1509.9583333333333,3.4583333333333335,929
client33727,2017-09-14,2,1,2492,18,2,0,747,1,2492,2492.0,18.0,2193
client33728,2019-09-02,1,1,249,1,1,0,29,1,249,249.0,1.0,249
client33729,2019-06-26,1,1,1999,1,1,0,97,1,1999,1999.0,1.0,1999
client3373,2018-09-08,5,3,1808,11,5,3,388,3,1808,602.6666666666666,3.6666666666666665,796
client33730,2019-08-27,19,6,43906,119,14,2,35,6,43906,7317.666666666667,19.833333333333332,298
client33731,2019-09-22,65,24,22727,103,58,16,9,24,22727,946.9583333333334,4.291666666666667,199
client33732,2019-08-19,8,2,7723,17,8,0,43,2,7723,3861.5,8.5,2995
client33733,2019-09-24,65,20,23890,155,55,19,7,20,23890,1194.5,7.75,129
client33734,2019-03-29,5,1,9005,5,5,0,186,1,9005,9005.0,5.0,219
client33735,2018-09-26,1,1,45,1,1,0,370,1,45,45.0,1.0,45
client33736,2019-04-26,18,4,9308,58,18,0,158,4,9308,2327.0,14.5,276
client33737,2019-08-16,20,7,28160,53,17,2,46,7,28160,4022.8571428571427,7.571428571428571,245
client33738,2019-08-24,2,2,3888,3,2,1,38,2,3888,1944.0,1.5,1998
client33739,2019-05-09,3,1,722,8,3,0,145,1,722,722.0,8.0,147
client3374,2019-06-10,10,3,4202,10,10,3,113,3,4202,1400.6666666666667,3.3333333333333335,629
client33740,2019-08-07,5,2,861,10,5,0,55,2,861,430.5,5.0,96
client33741,2019-08-18,74,19,34448,132,71,9,44,19,34448,1813.0526315789473,6.947368421052632,699
client33742,2019-08-25,41,12,6390,62,30,10,37,12,6390,532.5,5.166666666666667,39
client33743,2018-12-23,8,2,1258,17,8,3,282,2,1258,629.0,8.5,149
client33744,2019-04-04,9,1,1042,20,9,0,180,1,1042,1042.0,20.0,75
client33745,2019-04-10,6,4,8653,6,6,4,174,4,8653,2163.25,1.5,449
client33746,2018-08-28,33,12,46084,85,25,17,399,12,46084,3840.3333333333335,7.083333333333333,1998
client33747,2018-03-23,2,1,1232,8,2,0,557,1,1232,1232.0,8.0,476
client33748,2019-09-08,12,2,3048,18,12,7,23,2,3048,1524.0,9.0,49
client33749,2019-04-24,16,6,19500,32,16,0,160,6,19500,3250.0,5.333333333333333,93
client3375,2019-04-01,16,6,13927,64,16,10,183,6,13927,2321.1666666666665,10.666666666666666,4939
client33750,2019-06-30,17,3,4281,22,17,4,93,3,4281,1427.0,7.333333333333333,180
client33751,2017-12-13,1,1,1998,2,1,0,657,1,1998,1998.0,2.0,1998
client33752,2018-02-04,7,2,3118,22,6,7,604,2,3118,1559.0,11.0,688
client33753,2018-10-07,3,1,4307,3,3,3,359,1,4307,4307.0,3.0,159
client33754,2019-03-29,2,1,2406,4,2,0,186,1,2406,2406.0,4.0,1899
client33755,2019-01-09,14,4,3460,25,14,11,265,4,3460,865.0,6.25,138
client33756,2019-01-05,9,4,3866,12,9,1,269,4,3866,966.5,3.0,73
client33757,2018-04-30,11,4,7618,18,11,0,519,4,7618,1904.5,4.5,499
client33758,2017-12-29,5,1,1661,7,5,0,641,1,1661,1661.0,7.0,29
client33759,2018-03-17,4,1,631,5,4,4,563,1,631,631.0,5.0,12
client3376,2019-09-17,28,7,32109,66,28,4,14,7,32109,4587.0,9.428571428571429,377
client33760,2019-06-01,11,5,1820,16,11,5,122,5,1820,364.0,3.2,198
client33761,2019-05-22,5,1,1044,6,5,0,132,1,1044,1044.0,6.0,899
client33762,2019-08-20,20,9,16865,56,19,0,42,9,16865,1873.888888888889,6.222222222222222,118
client33763,2019-06-06,59,3,21393,69,58,3,117,3,21393,7131.0,23.0,218
client33764,2018-06-15,5,2,7835,15,5,0,473,2,7835,3917.5,7.5,894
client33765,2019-07-04,14,4,5949,30,14,4,89,4,5949,1487.25,7.5,15
client33766,2019-09-16,41,4,23849,96,38,0,15,4,23849,5962.25,24.0,139
client33767,2019-09-27,10,2,26971,64,10,0,4,2,26971,13485.5,32.0,2395
client33768,2019-04-15,7,3,20796,9,7,0,169,3,20796,6932.0,3.0,144
client33769,2018-05-02,13,1,7471,15,13,0,517,1,7471,7471.0,15.0,729
client3377,2019-03-16,22,16,22846,78,14,1,199,16,22846,1427.875,4.875,1884
client33770,2019-07-21,16,8,4642,18,16,5,72,8,4642,580.25,2.25,129
client33771,2019-05-26,3,2,6016,12,3,1,128,2,6016,3008.0,6.0,1139
client33772,2019-09-21,2,1,208,2,2,2,10,1,208,208.0,2.0,149
client33773,2019-07-21,1,1,1550,2,1,1,72,1,1550,1550.0,2.0,1550
client33774,2019-07-30,146,14,123920,185,133,77,63,14,123920,8851.42857142857,13.214285714285714,5819
client33775,2019-04-10,9,1,5679,11,9,0,174,1,5679,5679.0,11.0,249
client33776,2019-03-13,1,1,198,2,1,0,202,1,198,198.0,2.0,198
client33777,2019-03-24,6,2,1252,16,6,1,191,2,1252,626.0,8.0,115
client33778,2019-07-24,66,16,54385,111,52,20,69,16,54385,3399.0625,6.9375,68
client33779,2017-10-22,3,1,578,6,3,3,709,1,578,578.0,6.0,60
client3378,2019-05-30,10,3,17662,39,10,8,124,3,17662,5887.333333333333,13.0,229
client33780,2019-08-24,26,8,31642,58,25,10,38,8,31642,3955.25,7.25,200
client33781,2019-09-22,22,9,4925,35,21,14,9,9,4925,547.2222222222222,3.888888888888889,79
client33782,2019-09-10,7,2,16130,8,7,0,21,2,16130,8065.0,4.0,77
client33783,2019-09-29,10,1,4429,63,10,10,2,1,4429,4429.0,63.0,238
client33784,2018-08-20,2,2,2057,3,2,1,407,2,2057,1028.5,1.5,1499
client33785,2019-09-03,57,35,16132,84,53,12,28,35,16132,460.9142857142857,2.4,199
client33786,2019-06-23,4,2,1413,7,4,3,100,2,1413,706.5,3.5,198
client33787,2019-04-04,5,2,1926,6,5,0,180,2,1926,963.0,3.0,129
client33788,2019-09-24,127,53,90962,418,91,22,7,53,90962,1716.2641509433963,7.886792452830188,89
client33789,2017-11-12,3,1,1654,4,3,3,688,1,1654,1654.0,4.0,249
client3379,2019-02-06,56,4,13474,69,52,28,237,4,13474,3368.5,17.25,80
client33790,2018-03-06,1,1,2299,1,1,0,574,1,2299,2299.0,1.0,2299
client33791,2018-04-09,18,1,52412,82,18,0,540,1,52412,52412.0,82.0,2999
client33792,2019-09-20,3,1,903,3,3,0,11,1,903,903.0,3.0,415
client33793,2019-09-01,46,17,28464,84,38,15,30,17,28464,1674.3529411764705,4.9411764705882355,209
client33794,2019-04-22,12,5,8885,24,12,4,162,5,8885,1777.0,4.8,99
client33795,2019-09-15,36,11,15401,65,34,20,16,11,15401,1400.090909090909,5.909090909090909,445
client33796,2019-08-18,3,1,1167,3,3,3,44,1,1167,1167.0,3.0,329
client33797,2019-09-16,53,17,13882,73,49,33,15,17,13882,816.5882352941177,4.294117647058823,255
client33798,2019-09-06,155,17,81940,386,144,23,25,17,81940,4820.0,22.705882352941178,229
client33799,2019-06-17,36,4,8761,65,36,30,106,4,8761,2190.25,16.25,114
client338,2019-04-16,75,29,35047,196,62,26,168,29,35047,1208.5172413793102,6.758620689655173,15
client3380,2019-04-23,20,3,40911,168,18,0,161,3,40911,13637.0,56.0,187
client33800,2019-08-26,15,5,22112,28,15,8,36,5,22112,4422.4,5.6,498
client33801,2019-05-18,1,1,4799,1,1,1,136,1,4799,4799.0,1.0,4799
client33802,2019-08-29,5,2,3129,15,5,0,33,2,3129,1564.5,7.5,86
client33803,2019-09-29,28,15,47085,199,23,7,2,15,47085,3139.0,13.266666666666667,199
client33804,2019-09-22,24,5,2700,32,21,12,9,5,2700,540.0,6.4,59
client33805,2019-08-29,41,20,33449,79,27,13,33,20,33449,1672.45,3.95,12
client33806,2019-01-20,71,23,17029,172,64,31,254,23,17029,740.3913043478261,7.478260869565218,11
client33807,2019-09-27,69,21,24314,108,60,15,4,21,24314,1157.8095238095239,5.142857142857143,120
client33808,2018-10-06,20,2,3098,22,19,17,360,2,3098,1549.0,11.0,59
client3381,2018-09-06,5,1,1210,6,5,0,390,1,1210,1210.0,6.0,489
client33811,2019-05-18,18,6,11409,32,18,7,136,6,11409,1901.5,5.333333333333333,3998
client33812,2019-09-15,22,7,10577,26,22,4,16,7,10577,1511.0,3.7142857142857144,318
client33813,2019-09-12,60,27,46840,129,55,17,19,27,46840,1734.8148148148148,4.777777777777778,159
client33814,2018-11-07,2,1,967,3,2,0,328,1,967,967.0,3.0,98
client33815,2019-09-19,154,42,68371,394,126,13,12,42,68371,1627.8809523809523,9.380952380952381,70
client33817,2019-07-24,42,11,14762,63,42,8,69,11,14762,1342.0,5.7272727272727275,207
client33818,2019-09-26,12,2,7766,12,12,0,5,2,7766,3883.0,6.0,99
client33819,2019-08-28,15,3,5912,40,14,0,34,3,5912,1970.6666666666667,13.333333333333334,3591
client3382,2018-04-28,14,3,12394,22,14,13,521,3,12394,4131.333333333333,7.333333333333333,74
client33820,2019-06-01,16,6,9175,22,15,3,122,6,9175,1529.1666666666667,3.6666666666666665,199
client33821,2019-09-25,4,2,6566,4,4,1,6,2,6566,3283.0,2.0,99
client33823,2019-09-23,41,20,16042,52,39,2,8,20,16042,802.1,2.6,77
client33824,2019-09-22,87,29,56217,206,72,38,9,29,56217,1938.5172413793102,7.103448275862069,355
client33825,2017-10-19,3,1,3347,3,3,0,712,1,3347,3347.0,3.0,499
client33826,2019-07-29,4,2,7785,5,3,3,64,2,7785,3892.5,2.5,1549
client33827,2017-10-16,1,1,258,2,1,0,715,1,258,258.0,2.0,258
client33828,2019-03-22,1,1,5999,1,1,0,193,1,5999,5999.0,1.0,5999
client33829,2018-04-07,9,3,2208,18,9,6,542,3,2208,736.0,6.0,44
client3383,2018-08-06,8,2,10985,8,8,4,421,2,10985,5492.5,4.0,278
client33830,2018-10-17,2,1,1524,4,2,0,349,1,1524,1524.0,4.0,694
client33831,2018-01-20,3,1,12627,24,3,3,619,1,12627,12627.0,24.0,1888
client33832,2019-07-19,3,2,5096,4,3,0,74,2,5096,2548.0,2.0,2398
client33833,2019-07-18,34,8,14350,72,34,0,75,8,14350,1793.75,9.0,178
client33834,2017-12-24,5,2,8412,13,5,1,646,2,8412,4206.0,6.5,261
client33835,2019-07-10,16,5,29481,30,16,5,83,5,29481,5896.2,6.0,1650
client33836,2019-09-05,105,30,94696,293,92,21,26,30,94696,3156.5333333333333,9.766666666666667,7999
client33837,2018-08-05,13,1,11131,15,13,13,422,1,11131,11131.0,15.0,119
client33838,2018-07-29,3,1,11677,13,3,3,429,1,11677,11677.0,13.0,10989
client33839,2019-08-17,79,24,58632,161,72,24,45,24,58632,2443.0,6.708333333333333,70
client3384,2018-07-11,5,2,5348,22,5,3,447,2,5348,2674.0,11.0,760
client33840,2018-04-30,10,1,10740,10,10,0,519,1,10740,10740.0,10.0,199
client33841,2019-09-01,22,3,5651,33,22,3,30,3,5651,1883.6666666666667,11.0,1431
client33842,2017-11-19,8,1,26153,29,8,8,681,1,26153,26153.0,29.0,657
client33843,2019-07-10,117,39,30446,254,73,28,83,39,30446,780.6666666666666,6.512820512820513,38
client33844,2019-08-20,85,23,36079,169,78,6,42,23,36079,1568.6521739130435,7.3478260869565215,1099
client33845,2019-09-08,10,5,21489,13,10,1,23,5,21489,4297.8,2.6,4999
client33846,2019-08-21,49,7,4624,100,49,25,41,7,4624,660.5714285714286,14.285714285714286,322
client33847,2019-04-16,17,1,1708,26,17,0,168,1,1708,1708.0,26.0,15
client33848,2019-08-22,192,55,105556,515,162,59,40,55,105556,1919.2,9.363636363636363,589
client33849,2019-08-05,16,2,3485,36,16,0,57,2,3485,1742.5,18.0,66
client3385,2019-09-27,24,4,14465,47,24,18,4,4,14465,3616.25,11.75,32
client33850,2018-07-14,1,1,7999,1,1,1,444,1,7999,7999.0,1.0,7999
client33851,2018-02-04,12,1,8363,12,12,12,604,1,8363,8363.0,12.0,10
client33852,2019-05-24,24,3,5541,28,22,15,130,3,5541,1847.0,9.333333333333334,299
client33853,2019-07-05,142,30,144061,516,104,35,88,30,144061,4802.033333333334,17.2,149
client33854,2019-05-05,14,5,8800,21,14,8,149,5,8800,1760.0,4.2,309
client33855,2019-05-07,1,1,2996,4,1,0,147,1,2996,2996.0,4.0,2996
client33856,2019-03-03,53,13,9727,76,50,11,212,13,9727,748.2307692307693,5.846153846153846,125
client33857,2018-08-25,4,1,11402,8,4,4,402,1,11402,11402.0,8.0,3699
client33858,2019-06-05,24,6,8236,55,24,0,118,6,8236,1372.6666666666667,9.166666666666666,379
client33859,2018-05-04,1,1,2999,1,1,0,515,1,2999,2999.0,1.0,2999
client3386,2019-07-31,11,2,2945,29,11,7,62,2,2945,1472.5,14.5,79
client33860,2017-10-30,2,1,538,2,2,0,701,1,538,538.0,2.0,39
client33861,2017-12-20,3,1,2927,3,3,0,650,1,2927,2927.0,3.0,209
client33862,2019-09-16,33,5,11333,72,28,0,15,5,11333,2266.6,14.4,117
client33863,2019-04-05,3,2,271,3,3,0,179,2,271,135.5,1.5,79
client33864,2019-04-15,1,1,1499,1,1,0,169,1,1499,1499.0,1.0,1499
client33865,2019-04-03,21,1,7048,50,21,0,181,1,7048,7048.0,50.0,749
client33866,2019-09-22,4,2,27858,26,4,3,9,2,27858,13929.0,13.0,199
client33867,2019-09-07,150,38,133033,510,124,38,24,38,133033,3500.8684210526317,13.421052631578947,144
client33868,2018-03-04,1,1,39,1,1,1,576,1,39,39.0,1.0,39
client33869,2019-04-14,15,2,9902,23,15,8,170,2,9902,4951.0,11.5,499
client3387,2019-08-12,20,5,7249,27,17,14,50,5,7249,1449.8,5.4,993
client33870,2019-07-01,23,3,15225,40,23,3,92,3,15225,5075.0,13.333333333333334,150
client33871,2019-07-06,3,1,1673,7,3,3,87,1,1673,1673.0,7.0,279
client33872,2018-07-23,1,1,1099,1,1,0,435,1,1099,1099.0,1.0,1099
client33873,2018-09-07,3,1,1767,3,3,0,389,1,1767,1767.0,3.0,109
client33874,2019-07-19,4,1,1187,4,4,0,74,1,1187,1187.0,4.0,703
client33875,2019-09-15,18,7,3165,23,18,17,16,7,3165,452.14285714285717,3.2857142857142856,79
client33876,2018-10-31,6,2,3182,7,6,0,335,2,3182,1591.0,3.5,999
client33877,2018-09-23,20,2,11230,50,20,17,373,2,11230,5615.0,25.0,9
client33879,2019-09-17,41,14,9447,48,38,4,14,14,9447,674.7857142857143,3.4285714285714284,159
client3388,2019-09-08,15,5,1393,19,15,10,23,5,1393,278.6,3.8,29
client33880,2019-07-25,7,2,1060,8,7,4,68,2,1060,530.0,4.0,29
client33881,2019-09-08,21,4,8596,49,21,2,23,4,8596,2149.0,12.25,550
client33882,2018-12-19,14,1,662,15,14,0,286,1,662,662.0,15.0,22
client33883,2019-07-23,2,1,3859,2,2,0,70,1,3859,3859.0,2.0,3690
client33884,2019-07-11,12,2,7004,19,12,0,82,2,7004,3502.0,9.5,42
client33885,2018-09-28,11,1,4297,18,11,0,368,1,4297,4297.0,18.0,705
client33886,2019-09-02,100,20,80446,222,89,28,29,20,80446,4022.3,11.1,5499
client33887,2019-09-25,12,5,10244,15,12,2,6,5,10244,2048.8,3.0,159
client33889,2019-09-26,27,6,28002,108,27,15,5,6,28002,4667.0,18.0,10198
client3389,2019-06-20,10,2,11026,27,10,0,103,2,11026,5513.0,13.5,648
client33890,2019-04-29,29,6,8303,51,29,4,155,6,8303,1383.8333333333333,8.5,149
client33891,2018-01-30,6,1,1191,6,6,0,609,1,1191,1191.0,6.0,148
client33892,2018-09-17,1,1,1745,5,1,0,379,1,1745,1745.0,5.0,1745
client33893,2019-06-09,61,14,24087,198,52,35,114,14,24087,1720.5,14.142857142857142,220
client33894,2018-10-31,7,3,1112,10,7,0,335,3,1112,370.6666666666667,3.3333333333333335,72
client33895,2018-03-18,64,2,3666,92,64,9,562,2,3666,1833.0,46.0,139
client33897,2019-09-02,58,30,11095,97,51,28,29,30,11095,369.8333333333333,3.2333333333333334,2396
client33898,2019-09-22,9,3,5782,33,9,8,9,3,5782,1927.3333333333333,11.0,236
client33899,2018-10-29,3,2,3856,6,3,2,337,2,3856,1928.0,3.0,3699
client339,2019-07-05,24,4,2353,32,23,7,88,4,2353,588.25,8.0,578
client3390,2018-12-20,7,3,8119,10,7,3,285,3,8119,2706.3333333333335,3.3333333333333335,269
client33900,2019-08-20,12,5,5378,14,11,1,42,5,5378,1075.6,2.8,4
client33901,2019-07-30,10,5,3341,15,10,3,63,5,3341,668.2,3.0,130
client33902,2019-08-22,31,6,23029,97,29,5,40,6,23029,3838.1666666666665,16.166666666666668,1700
client33904,2019-03-22,9,6,4243,18,8,1,193,6,4243,707.1666666666666,3.0,316
client33905,2019-09-25,15,5,3693,45,15,12,6,5,3693,738.6,9.0,199
client33906,2019-09-20,89,19,19266,184,72,37,11,19,19266,1014.0,9.68421052631579,33
client33907,2018-01-04,6,1,1477,7,6,0,635,1,1477,1477.0,7.0,79
client33908,2019-08-31,3,2,801,9,3,1,31,2,801,400.5,4.5,276
client33909,2019-08-28,24,8,10038,46,22,2,34,8,10038,1254.75,5.75,599
client3391,2019-05-11,90,20,77089,314,78,19,143,20,77089,3854.45,15.7,72
client33910,2019-08-31,29,4,4347,36,29,26,31,4,4347,1086.75,9.0,95
client33911,2018-08-10,1,1,1909,1,1,0,417,1,1909,1909.0,1.0,1909
client33912,2019-09-20,32,10,20064,83,26,6,11,10,20064,2006.4,8.3,66
client33913,2019-06-18,15,9,4765,20,14,4,105,9,4765,529.4444444444445,2.2222222222222223,118
client33914,2019-04-16,11,2,1216,13,9,9,168,2,1216,608.0,6.5,29
client33915,2019-06-22,18,5,2821,22,18,2,101,5,2821,564.2,4.4,685
client33916,2018-08-24,19,4,3399,28,19,8,403,4,3399,849.75,7.0,20
client33917,2019-09-10,28,9,3462,46,28,0,21,9,3462,384.6666666666667,5.111111111111111,32
client33918,2018-12-16,6,4,11562,10,6,4,289,4,11562,2890.5,2.5,875
client33919,2019-01-27,28,6,17380,87,27,7,247,6,17380,2896.6666666666665,14.5,4199
client3392,2019-08-17,10,9,31541,27,9,4,45,9,31541,3504.5555555555557,3.0,7999
client33920,2017-11-05,1,1,8898,12,1,1,695,1,8898,8898.0,12.0,8898
client33921,2019-09-01,12,6,6249,39,12,6,30,6,6249,1041.5,6.5,199
client33922,2018-05-13,5,2,9442,8,5,5,506,2,9442,4721.0,4.0,1999
client33923,2019-09-17,13,4,4993,16,12,12,14,4,4993,1248.25,4.0,78
client33924,2019-09-29,15,3,2372,16,15,15,2,3,2372,790.6666666666666,5.333333333333333,59
client33925,2019-02-19,2,2,7191,9,1,1,224,2,7191,3595.5,4.5,2397
client33926,2019-09-16,5,2,1958,22,5,0,15,2,1958,979.0,11.0,135
client33927,2019-05-18,8,1,1641,11,8,8,136,1,1641,1641.0,11.0,29
client33928,2019-09-27,3,2,5797,3,3,1,4,2,5797,2898.5,1.5,4099
client33929,2019-09-20,30,12,15851,64,28,6,11,12,15851,1320.9166666666667,5.333333333333333,365
client3393,2019-03-31,9,4,29191,33,5,8,184,4,29191,7297.75,8.25,1190
client33930,2019-09-24,6,1,1032,10,6,0,7,1,1032,1032.0,10.0,109
client33931,2017-10-28,3,1,676,4,3,3,703,1,676,676.0,4.0,39
client33932,2019-08-14,168,73,57062,342,138,84,48,73,57062,781.6712328767123,4.684931506849315,116
client33933,2019-08-23,13,1,11557,73,13,0,39,1,11557,11557.0,73.0,3591
client33934,2018-11-12,29,1,9292,29,29,0,323,1,9292,9292.0,29.0,13
client33935,2019-08-29,7,5,4700,8,7,1,33,5,4700,940.0,1.6,25
client33936,2019-02-04,6,3,16172,10,5,3,239,3,16172,5390.666666666667,3.3333333333333335,156
client33937,2018-11-23,55,14,45418,74,52,18,312,14,45418,3244.1428571428573,5.285714285714286,670
client33938,2019-08-08,55,14,9405,84,53,23,54,14,9405,671.7857142857143,6.0,329
client33939,2017-11-26,2,1,1524,2,2,2,674,1,1524,1524.0,2.0,125
client3394,2019-09-16,8,4,7379,11,8,1,15,4,7379,1844.75,2.75,99
client33940,2018-08-18,2,2,2073,3,2,1,409,2,2073,1036.5,1.5,1998
client33941,2019-04-24,24,5,17982,73,23,0,160,5,17982,3596.4,14.6,1206
client33942,2019-06-15,12,6,9358,24,10,6,108,6,9358,1559.6666666666667,4.0,3899
client33943,2019-05-14,20,2,2599,29,20,0,140,2,2599,1299.5,14.5,120
client33944,2018-12-03,1,1,3229,7,1,0,302,1,3229,3229.0,7.0,3229
client33945,2018-07-03,21,6,8516,58,19,1,455,6,8516,1419.3333333333333,9.666666666666666,890
client33947,2019-07-12,43,2,26663,72,43,0,81,2,26663,13331.5,36.0,15
client33948,2019-09-20,71,18,37062,150,69,21,11,18,37062,2059.0,8.333333333333334,882
client33949,2019-07-22,12,3,1975,14,12,0,71,3,1975,658.3333333333334,4.666666666666667,597
client3395,2019-03-28,3,1,285,3,3,0,187,1,285,285.0,3.0,45
client33950,2019-09-01,15,5,7343,37,14,7,30,5,7343,1468.6,7.4,78
client33951,2018-07-17,1,1,68,1,1,0,441,1,68,68.0,1.0,68
client33952,2018-10-07,3,1,13088,3,3,3,359,1,13088,13088.0,3.0,4499
client33953,2018-08-18,4,1,2921,5,4,4,409,1,2921,2921.0,5.0,299
client33954,2019-09-25,13,2,2231,17,13,8,6,2,2231,1115.5,8.5,39
client33955,2018-11-19,3,1,1054,4,3,0,316,1,1054,1054.0,4.0,69
client33956,2019-09-22,9,3,3739,14,9,4,9,3,3739,1246.3333333333333,4.666666666666667,149
client33957,2018-11-20,9,2,1946,19,9,0,315,2,1946,973.0,9.5,485
client33958,2017-09-16,6,1,1505,7,6,6,745,1,1505,1505.0,7.0,45
client33959,2019-05-29,25,9,8588,43,19,5,125,9,8588,954.2222222222222,4.777777777777778,1148
client3396,2019-07-05,17,9,8501,23,15,3,88,9,8501,944.5555555555555,2.5555555555555554,35
client33960,2018-04-25,14,2,745,29,14,0,524,2,745,372.5,14.5,78
client33961,2019-07-13,9,2,1424,10,9,2,80,2,1424,712.0,5.0,199
client33962,2017-09-06,1,1,1596,4,1,0,755,1,1596,1596.0,4.0,1596
client33963,2019-09-23,1,1,1890,14,1,0,8,1,1890,1890.0,14.0,1890
client33964,2019-07-05,26,13,7514,37,26,6,88,13,7514,578.0,2.8461538461538463,1074
client33965,2019-09-30,1,1,1499,1,1,0,1,1,1499,1499.0,1.0,1499
client33966,2019-05-05,17,3,3336,27,17,13,149,3,3336,1112.0,9.0,218
client33967,2018-08-23,16,2,10068,28,16,12,404,2,10068,5034.0,14.0,700
client33968,2019-06-17,91,4,2979,99,87,3,106,4,2979,744.75,24.75,7
client33969,2019-05-24,20,6,7763,44,20,1,130,6,7763,1293.8333333333333,7.333333333333333,44
client3397,2017-12-04,3,1,6591,3,3,0,666,1,6591,6591.0,3.0,115
client33970,2019-07-03,3,3,396,4,1,1,90,3,396,132.0,1.3333333333333333,198
client33971,2019-09-15,13,4,7963,28,13,2,16,4,7963,1990.75,7.0,109
client33972,2018-09-25,10,3,1950,11,10,2,371,3,1950,650.0,3.6666666666666665,399
client33973,2019-06-14,38,11,23609,76,36,24,109,11,23609,2146.2727272727275,6.909090909090909,149
client33974,2018-03-11,21,2,2097,26,21,3,569,2,2097,1048.5,13.0,139
client33975,2019-04-29,18,8,19282,50,18,3,155,8,19282,2410.25,6.25,2896
client33976,2018-11-15,1,1,2490,10,1,0,320,1,2490,2490.0,10.0,2490
client33977,2017-11-24,2,1,1057,3,2,0,676,1,1057,1057.0,3.0,258
client33978,2019-08-15,39,4,6276,57,37,0,47,4,6276,1569.0,14.25,100
client33979,2018-08-11,4,1,1161,9,4,4,416,1,1161,1161.0,9.0,534
client3398,2019-09-10,46,7,4222,59,44,12,21,7,4222,603.1428571428571,8.428571428571429,224
client33980,2018-03-25,14,1,755,14,14,14,555,1,755,755.0,14.0,15
client33981,2019-08-03,15,8,13291,38,12,7,59,8,13291,1661.375,4.75,89
client33982,2019-05-24,9,1,936,13,9,0,130,1,936,936.0,13.0,14
client33983,2019-08-26,16,5,21680,62,16,5,36,5,21680,4336.0,12.4,1270
client33984,2019-03-03,12,3,6633,17,11,5,212,3,6633,2211.0,5.666666666666667,339
client33985,2019-06-16,19,3,3144,29,19,5,107,3,3144,1048.0,9.666666666666666,50
client33986,2019-09-26,10,4,38502,22,8,0,5,4,38502,9625.5,5.5,7598
client33987,2019-01-07,1,1,1061,2,1,0,267,1,1061,1061.0,2.0,1061
client33988,2017-10-30,34,2,20080,68,33,30,701,2,20080,10040.0,34.0,219
client33989,2018-01-09,1,1,1888,1,1,0,630,1,1888,1888.0,1.0,1888
client3399,2019-09-14,41,13,22305,54,38,3,17,13,22305,1715.7692307692307,4.153846153846154,119
client33990,2019-09-22,17,5,28928,28,16,8,9,5,28928,5785.6,5.6,2198
client33991,2019-04-22,28,6,1431,31,28,0,162,6,1431,238.5,5.166666666666667,199
client33992,2019-04-30,12,4,7588,18,11,0,154,4,7588,1897.0,4.5,376
client33993,2019-05-19,20,10,9883,37,20,5,135,10,9883,988.3,3.7,198
client33994,2019-09-04,40,7,18179,69,37,20,27,7,18179,2597.0,9.857142857142858,191
client33995,2019-09-16,68,15,33445,115,59,3,15,15,33445,2229.6666666666665,7.666666666666667,199
