client,last_visit,visits,unique_visits,amount,quantity,items,weekends,Recency,Frequency,Monetary,avg_check,avg_items,last_visit_amount
client10153,2018-04-16,2,1,1598,2,2,0,533,1,1598,1598.0,2.0,599
client10154,2019-09-15,35,6,6679,49,35,5,16,6,6679,1113.1666666666667,8.166666666666666,599
client10155,2019-08-24,24,5,39178,79,24,11,38,5,39178,7835.6,15.8,135
client10156,2019-06-22,18,4,26950,32,18,12,101,4,26950,6737.5,8.0,175
client10157,2018-11-21,9,2,6603,13,8,0,314,2,6603,3301.5,6.5,549
client10158,2018-05-12,19,1,1008,20,19,19,507,1,1008,1008.0,20.0,69
client10159,2019-09-17,3,1,1319,3,3,0,14,1,1319,1319.0,3.0,229
client1016,2018-08-17,8,1,806,10,8,0,410,1,806,806.0,10.0,149
client10160,2018-12-13,5,2,2479,9,5,0,292,2,2479,1239.5,4.5,46
client10161,2019-09-28,106,36,21318,148,84,24,3,36,21318,592.1666666666666,4.111111111111111,136
client10162,2019-09-12,26,5,4944,42,26,11,19,5,4944,988.8,8.4,70
client10163,2019-07-19,68,19,41201,130,62,29,74,19,41201,2168.4736842105262,6.842105263157895,95
client10164,2019-05-01,6,1,6109,25,6,0,153,1,6109,6109.0,25.0,238
client10165,2019-07-07,25,3,15098,29,25,17,86,3,15098,5032.666666666667,9.666666666666666,84
client10166,2017-12-27,9,2,10541,15,9,0,643,2,10541,5270.5,7.5,370
client10167,2018-07-31,6,2,1217,7,6,4,427,2,1217,608.5,3.5,99
client10168,2019-08-17,95,29,35137,180,81,30,45,29,35137,1211.6206896551723,6.206896551724138,25
client10169,2018-05-14,23,1,1940,29,23,0,505,1,1940,1940.0,29.0,139
